Board_ID,BOARD,POINT_X,POINT_Y,YEAR,REDBACK,SPOTTEDSUM,SLIMYSUM,JEFFERSONSUM,REDEFTSUM,TWOLINEDSUM,MARBLEDSUM,FOURTOEDSUM,ident,elevation,wetland_dens1k,Rd_dens1k,wet_dist,road_dis,urb_dens2_5k,ag_dens2_5k,edge_dis,can_co,elu_geolog,dens_ave,percent_total_veg_cover,percent_shrub_cover,percent_total_exotic_cover,leaf_detritus,rock_cover,cwd_cover
PF4A2,PF04A02,541275.5332,4569179.007,2012,0,0,0,0,1,0,0,0,PF04A02,272,0.06,0.006,205,894,0.04,0.277,350,87,500,63.5,65,30,0,1,1,1
PF4A3,PF04A03,541303.2227,4569142.947,2012,1,0,1,0,1,0,0,0,PF04A03,273,0.07,0.004,167,884,0.041,0.272,295,86,500,91,75,50,0,1,2,2
PF4A4,PF04A04,541339.65,4569106.164,2012,0,0,0,0,0,0,0,0,PF04A04,276,0.09,0.002,134,882,0.043,0.268,228,83,500,86,96,5,5,1,2,1
PF4A5,PF04A05,541372.2884,4569069.082,2012,0,0,0,0,0,0,0,0,PF04A05,271,0.09,0.002,114,879,0.046,0.263,190,82,500,93.5,40,5,0,1,2,2
PF4A6,PF04A06,541411.7458,4569034.243,2012,0,0,0,0,0,0,0,0,PF04A06,261,0.1,0.002,121,884,0.048,0.255,150,86,500,83.5,35,0,5,1,2,1
PF4B1,PF04B01,541180.043,4569183.742,2012,0,0,0,0,0,0,0,0,PF04B01,262,0.08,0.013,243,842,0.038,0.279,426,87,500,93.5,15,5,0,1,2,2
PF4B2,PF04B02,541211.66,4569142.102,2012,0,0,1,0,0,0,0,0,PF04B02,265,0.06,0.01,191,826,0.039,0.273,366,89,500,96,30,0,0,1,1,2
PF4B3,PF04B03,541246.1203,4569103.075,2012,0,0,0,0,0,0,0,1,PF04B03,272,0.06,0.005,140,816,0.041,0.267,325,85,500,84.75,75,35,0,1,2,1
PF4B4,PF04B04,541281.1827,4569066.806,2012,0,0,1,0,0,0,0,0,PF04B04,274,0.08,0.003,94,813,0.042,0.262,258,84,500,73.5,80,75,0,1,2,1
PF4B5,PF04B05,541314.6601,4569034.044,2012,2,0,0,0,0,0,0,0,PF04B05,274,0.09,0.003,59,813,0.044,0.253,216,87,500,77.25,70,50,0,1,1,1
PF4B6,PF04B06,541339.9839,4568990.648,2012,0,0,0,0,1,0,0,0,PF04B06,270,0.1,0.003,37,801,0.046,0.25,162,88,500,89.75,80,70,0,1,2,1
SR1A1,SR01A01,583763.984,4632230.377,2012,0,0,0,0,0,0,0,0,SR01A01,240,0.07,0.022,155,106,0.062,0.094,108,87,100,81,35,20,0,1,2,1
SR1A2,SR01A02,583797.7881,4632269.111,2012,0,0,0,0,6,0,0,0,SR01A02,247,0.07,0.022,162,157,0.063,0.098,170,86,100,84.75,35,0,0,0,2,1
SR1A3,SR01A03,583822.0831,4632316.177,2012,0,0,0,0,3,0,0,0,SR01A03,246,0.075,0.021,124,210,0.064,0.102,212,88,100,62.25,35,15,0,1,2,2
SR1A4,SR01A04,583825.15,4632369.703,2012,0,0,0,0,1,0,0,0,SR01A04,242,0.075,0.021,82,249,0.063,0.105,255,89,100,61,45,40,0,1,3,2
SR1A5,SR01A05,583834.9315,4632416.859,2012,0,1,0,0,1,0,0,0,SR01A05,244,0.085,0.021,68,286,0.063,0.106,212,89,100,93.25,20,15,0,1,1,2
SR1A6,SR01A06,583844.7714,4632470.269,2012,0,0,0,0,0,0,0,0,SR01A06,256,0.09,0.022,88,316,0.064,0.112,192,89,100,54.75,35,20,0,1,3,2
SR1B1,SR01B01,583696.7058,4632258.757,2012,0,0,1,0,0,0,0,0,SR01B01,242,0.07,0.022,184,83,0.06,0.09,67,86,100,96,30,0,0,1,2,2
SR1B2,SR01B02,583714.2951,4632313.822,2012,0,0,0,0,1,0,0,0,SR01B02,244,0.07,0.022,126,127,0.06,0.092,127,81,100,78.5,45,10,0,1,2,2
SR1B3,SR01B03,583724.9048,4632359.888,2012,0,0,0,0,3,0,0,0,SR01B03,244,0.075,0.022,81,168,0.061,0.096,175,88,100,74.75,50,50,0,1,1,2
SR1B4,SR01B04,583739.4531,4632404.242,2012,0,0,0,1,1,0,0,0,SR01B04,242,0.075,0.022,37,211,0.06,0.098,210,85,100,77.25,70,65,0,1,2,2
SR1B5,SR01B05,583751.2913,4632454.707,2012,1,0,0,0,3,0,0,0,SR01B05,245,0.08,0.022,31,223,0.061,0.098,210,85,100,91.75,20,15,0,1,2,2
SR1B6,SR01B06,583776.0862,4632499.478,2012,0,0,1,0,1,0,0,0,SR01B06,257,0.085,0.022,72,249,0.061,0.103,228,88,100,87.25,5,5,0,1,2,2
SR2A1,SR02A01,582954.1126,4632827.051,2012,0,0,0,0,0,0,0,0,SR02A01,201,0.065,0.041,357,433,0.037,0.056,430,88,100,71,5,0,0,1,2,2
SR2A2,SR02A02,583003.5628,4632836.506,2012,2,0,0,0,2,0,0,0,SR02A02,200,0.065,0.041,311,392,0.037,0.058,417,88,100,87.25,20,0,0,1,3,3
SR2A3,SR02A03,583051.362,4632853.882,2012,0,0,1,0,0,0,0,0,SR02A03,197,0.075,0.042,269,361,0.037,0.063,362,90,100,68.5,15,0,0,1,2,2
SR2A4,SR02A04,583100.5113,4632870.035,2012,0,0,0,0,0,0,0,0,SR02A04,196,0.07,0.04,231,332,0.039,0.066,325,90,100,71,1,0,0,2,3,2
SR2A5,SR02A05,583142.7844,4632879.64,2012,1,0,0,0,0,0,0,0,SR02A05,191,0.065,0.041,199,309,0.039,0.069,300,88,100,64.75,3,0,0,1,3,2
SR2A6,SR02A06,583188.6363,4632910.005,2012,0,1,1,0,6,0,0,0,SR02A06,182,0.07,0.04,186,299,0.042,0.073,277,89,100,63.5,5,0,0,1,1,2
SR2B1,SR02B01,582968.5503,4632765.129,2012,0,1,1,1,0,0,0,0,SR02B01,204,0.07,0.036,337,397,0.037,0.056,408,88,100,89.75,5,0,0,2,3,2
SR2B2,SR02B02,583013.0167,4632782.465,2012,0,0,1,0,1,0,0,0,SR02B02,205,0.065,0.035,293,361,0.038,0.059,362,88,100,90,5,0,0,0,2,1
SR2B3,SR02B03,583055.1409,4632801.915,2012,0,0,0,0,0,0,0,0,SR02B03,204,0.07,0.037,253,331,0.038,0.061,335,88,100,77.25,5,0,0,1,2,2
SR2B4,SR02B04,583101.9841,4632827.88,2012,0,0,0,0,0,0,0,0,SR02B04,201,0.07,0.038,213,304,0.039,0.066,295,89,100,72.25,5,0,0,2,3,2
SR2B5,SR02B05,583152.3326,4632823.021,2012,0,0,0,0,0,0,0,0,SR02B05,200,0.075,0.036,164,262,0.039,0.068,268,90,100,42.25,5,0,0,2,2,2
SR2B6,SR02B06,583208.7079,4632830.669,2012,1,0,1,0,0,0,0,0,SR02B06,199,0.08,0.034,117,227,0.042,0.071,216,88,100,92,1,0,0,1,2,2
SR3A1,SR03A01,582569.1416,4632602.647,2012,2,0,2,0,0,0,0,0,SR03A01,216,0.075,0.036,343,414,0.033,0.027,408,84,100,44.75,75,0,0,1,1,1
SR3A2,SR03A02,582601.9424,4632566.104,2012,0,0,0,0,0,0,0,0,SR03A02,216,0.08,0.037,390,457,0.033,0.029,446,86,100,95.5,99,0,0,1,0,1
SR3A3,SR03A03,582624.8071,4632522.195,2012,0,0,0,0,0,0,0,0,SR03A03,220,0.075,0.037,439,496,0.033,0.03,497,78,100,79.75,10,0,0,1,3,2
SR3A4,SR03A04,582656.7005,4632479.378,2012,0,0,0,0,0,0,0,0,SR03A04,225,0.075,0.037,492,544,0.033,0.03,524,86,100,71,2,0,0,1,3,2
SR3A5,SR03A05,582695.6049,4632444.75,2012,0,0,0,0,1,0,0,0,SR03A05,231,0.075,0.035,541,595,0.033,0.03,484,85,100,91.25,3,0,0,1,2,1
SR3A6,SR03A06,582720.8047,4632412.661,2012,2,0,0,0,2,0,0,0,SR03A06,240,0.075,0.034,559,628,0.033,0.03,451,87,100,94.5,2,0,0,1,1,1
SR3B1,SR03B01,582674.5958,4632641.387,2012,0,0,0,0,0,0,0,0,SR03B01,214,0.075,0.04,368,502,0.034,0.034,484,87,100,81,30,0,0,1,2,2
SR3B2,SR03B02,582694.3464,4632600.096,2012,0,0,0,0,0,0,0,0,SR03B02,220,0.075,0.039,412,534,0.034,0.033,524,87,100,82.25,3,0,0,2,2,2
SR3B3,SR03B03,582725.2664,4632569.19,2012,0,1,0,0,0,0,0,0,SR03B03,220,0.075,0.038,456,573,0.034,0.034,497,89,100,,,,,,,
SR3B4,SR03B04,582744.7137,4632521.733,2012,0,1,0,0,0,0,0,0,SR03B04,232,0.075,0.037,505,607,0.034,0.034,446,89,100,,,,,,,
SR3B5,SR03B05,582768.4767,4632484.436,2012,0,0,0,0,0,0,0,0,SR03B05,248,0.075,0.035,526,596,0.034,0.034,408,81,100,22.25,20,0,0,1,1,2
SR3B6,SR03B06,582790.8318,4632441.974,2012,0,0,0,0,2,0,0,0,SR03B06,248,0.08,0.033,494,586,0.033,0.033,395,82,100,96,95,0,0,0,0,2
SR4A1,SR04A01,582818.6555,4632107.766,2012,0,0,0,0,0,0,0,0,SR04A01,270,0.065,0.028,493,715,0.03,0.031,360,88,100,90.75,10,5,0,1,0,2
SR4A2,SR04A02,582865.9226,4632116.944,2012,0,0,0,0,0,0,0,0,SR04A02,266,0.065,0.025,467,672,0.031,0.033,301,87,100,31,90,0,5,1,1,2
SR4A3,SR04A03,582907.5654,4632134.46,2012,0,0,0,0,0,0,0,0,SR04A03,264,0.06,0.024,422,628,0.031,0.034,272,88,100,74.75,90,0,0,1,1,2
SR4A4,SR04A04,582955.9638,4632142.591,2012,0,0,0,0,1,0,0,0,SR04A04,258,0.065,0.021,377,579,0.031,0.036,212,86,100,93.75,85,1,0,1,1,1
SR4A5,SR04A05,583002.7494,4632155.998,2012,1,0,0,0,1,0,0,0,SR04A05,257,0.06,0.018,330,531,0.031,0.04,190,85,100,95.5,20,0,5,1,3,1
SR4A6,SR04A06,583048.3531,4632160.866,2012,1,0,0,0,0,0,0,0,SR04A06,248,0.065,0.017,291,485,0.032,0.042,134,84,100,71,98,0,5,1,1,1
SR4B1,SR04B01,582823.9709,4632025.261,2012,1,0,1,0,0,0,0,0,SR04B01,259,0.06,0.029,410,675,0.031,0.03,361,89,100,92.5,25,1,0,1,0,1
SR4B2,SR04B02,582866.9461,4632045.009,2012,0,1,1,0,6,0,0,0,SR04B02,264,0.06,0.026,430,687,0.031,0.032,301,87,100,95.5,75,0,5,1,2,2
SR4B3,SR04B03,582912.1334,4632039.038,2012,1,0,0,0,0,0,0,0,SR04B03,261,0.05,0.023,429,645,0.032,0.032,272,87,100,94,40,0,0,1,1,2
SR4B4,SR04B04,582957.5002,4632043.419,2012,1,0,0,0,1,0,0,0,SR04B04,256,0.05,0.017,436,601,0.032,0.034,212,89,100,78.5,70,0,5,1,1,1
SR4B5,SR04B05,583003.0799,4632054.615,2012,0,2,0,0,0,0,0,0,SR04B05,251,0.05,0.017,396,554,0.032,0.035,182,89,100,94,15,0,0,1,1,1
SR4B6,SR04B06,583050.2481,4632069.879,2012,0,0,0,0,0,0,0,0,SR04B06,246,0.055,0.018,354,505,0.032,0.039,120,85,100,96,20,0,5,1,2,1
SS1A1,SS01A01,606867.8127,4642460.794,2012,2,0,0,0,0,0,0,0,SS01A02,161,0.169,0.019,351,634,0.022,0.09,256,91,100,83.5,5,5,0,1,0,2
SS1A2,SS01A02,606845.4136,4642505.791,2012,3,0,0,0,3,0,0,0,SS01A01,160,0.174,0.021,356,600,0.022,0.088,212,90,100,87.25,25,10,0,1,0,1
SS1A3,SS01A03,606823.5921,4642551.662,2012,0,0,0,0,3,0,0,0,SS01A03,164,0.179,0.022,333,567,0.022,0.087,180,90,100,95.5,10,8,0,1,0,1
SS1A4,SS01A04,606806.3157,4642598.959,2012,2,0,0,0,7,0,0,0,SS01A04,167,0.189,0.022,320,542,0.022,0.084,180,92,100,96,50,45,0,1,1,1
SS1A5,SS01A05,606785.7101,4642644.913,2012,2,0,0,0,1,0,0,0,SS01A05,164,0.209,0.023,311,518,0.022,0.082,150,91,100,87,20,5,0,1,1,2
SS1A6,SS01A06,606767.2715,4642690.108,2012,3,0,0,0,1,0,0,0,SS01A06,164,0.229,0.023,312,499,0.021,0.079,162,91,100,91,20,5,0,1,1,1
SS1B1,SS01B01,606793.3207,4642422.898,2012,1,0,0,0,0,0,0,0,SS01B01,155,0.169,0.023,268,580,0.022,0.088,192,87,100,96,10,0,0,1,0,0
SS1B2,SS01B02,606768.3172,4642464.512,2012,0,0,0,0,4,0,0,0,SS01B02,157,0.179,0.023,270,540,0.022,0.088,175,89,100,76,30,16,5,1,0,1
SS1B3,SS01B03,606736.67,4642514.816,2012,0,0,0,0,5,0,0,0,SS01B03,161,0.189,0.023,248,493,0.022,0.087,95,90,100,93.75,50,10,5,1,1,0
SS1B4,SS01B04,606708.562,4642563.19,2012,0,0,0,0,0,0,0,0,SS01B04,160,0.204,0.024,218,453,0.022,0.085,90,91,100,61,20,5,0,1,1,2
SS1B5,SS01B05,606665.8853,4642593.518,2012,0,0,0,0,1,0,0,0,SS01B05,158,0.224,0.026,182,404,0.023,0.083,30,78,100,96,35,5,5,1,1,1
SS1B6,SS01B06,606643.7583,4642642.215,2012,0,0,0,0,4,0,0,0,SS01B06,162,0.244,0.026,181,376,0.022,0.081,0,79,100,79.25,95,15,0,1,1,1
SS1E1,SS01E01,606824.1999,4643286.332,2012,0,0,0,0,1,0,0,0,SS01E01,198,0.244,0.023,14,433,0.021,0.079,376,90,100,,,,,,,
SS1E2,SS01E02,606892.9331,4643303.469,2012,0,0,0,0,0,0,0,0,SS01E02,198,0.244,0.022,39,416,0.02,0.077,371,89,100,,,,,,,
SS1N1,SS01N01,606822.1249,4643302.73,2012,0,0,0,0,0,0,0,0,SS01N01,201,0.244,0.023,29,417,0.021,0.08,376,91,100,,,,,,,
SS1N2,SS01N02,606786.4244,4643355.615,2012,0,0,0,0,0,0,0,0,SS01N02,207,0.244,0.025,76,365,0.021,0.082,309,91,100,,,,,,,
SS1S1,SS01S01,606809.9555,4643274.007,2012,1,0,0,0,0,0,0,0,SS01S01,198,0.244,0.023,8,446,0.021,0.079,402,89,100,,,,,,,
SS1S2,SS01S02,606824.3177,4643201.262,2012,1,0,0,0,0,0,0,0,SS01S02,195,0.254,0.023,73,519,0.021,0.077,424,89,100,,,,,,,
SS1W1,SS01W01,606779.6875,4643284.992,2012,0,1,0,0,0,0,0,0,SS01W01,205,0.244,0.023,40,436,0.021,0.081,362,89,100,,,,,,,
SS1W2,SS01W02,606740.0587,4643256.965,2012,0,0,0,0,0,0,0,0,SS01W02,197,0.249,0.024,61,424,0.021,0.081,379,89,100,,,,,,,
SS2A1,SS02A01,607060.6541,4643723.986,2012,1,0,0,0,1,0,0,0,SS02A01,167,0.194,0.029,88,36,0.019,0.076,30,69,100,92,75,5,5,1,0,1
SS2A2,SS02A02,607047.4662,4643674.701,2012,0,0,0,0,3,0,0,0,SS02A02,168,0.199,0.028,139,53,0.019,0.076,42,87,100,,,,,,,
SS2A3,SS02A03,607031.2001,4643631.588,2012,0,0,0,0,0,0,0,0,SS02A03,170,0.204,0.028,184,89,0.019,0.077,90,81,100,63.75,10,0,0,2,0,2
SS2A4,SS02A04,607019.494,4643582.992,2012,0,0,0,0,1,0,0,0,SS02A04,177,0.204,0.028,234,137,0.02,0.077,120,80,100,91,10,5,0,1,0,1
SS2A5,SS02A05,607009.8436,4643535.537,2012,0,0,0,0,1,0,0,0,SS02A05,174,0.219,0.027,263,184,0.02,0.077,180,85,100,91,10,0,0,2,0,0
SS2A6,SS02A06,606990.367,4643490.821,2012,0,0,0,0,0,0,0,0,SS02A06,177,0.224,0.027,215,229,0.02,0.076,210,89,100,83.5,10,0,0,1,0,0
SS2B1,SS02B01,606970.7994,4643706.622,2012,0,0,0,0,0,0,0,0,SS02B01,170,0.209,0.03,141,13,0.019,0.079,0,83,100,88.5,90,0,50,0,0,2
SS2B2,SS02B02,606963.7974,4643655.581,2012,0,0,0,0,0,0,0,0,SS02B02,173,0.214,0.029,186,64,0.019,0.079,60,54,100,80.75,20,1,25,0,0,2
SS2B3,SS02B03,606965.9092,4643605.356,2012,0,1,0,0,0,0,0,0,SS02B03,177,0.219,0.029,208,114,0.02,0.079,90,61,100,4.75,90,20,5,0,2,0
SS2B4,SS02B04,606960.6272,4643551.752,2012,0,0,0,0,0,0,0,0,SS02B04,183,0.229,0.028,220,168,0.02,0.078,150,87,100,,,,,,,
SS2B5,SS02B05,606953.8121,4643504.91,2012,0,0,0,0,0,0,0,0,SS02B05,182,0.234,0.027,207,215,0.02,0.078,210,90,100,96,5,0,0,1,0,1
SS2B6,SS02B06,606945.3634,4643452.059,2012,1,1,1,0,1,0,0,0,SS02B06,184,0.229,0.027,157,268,0.02,0.077,270,90,100,83.5,20,10,0,1,1,1
SS2E1,SS02E01,606885.7311,4643280.481,2012,0,0,0,0,0,0,0,0,SS02E01,196,0.254,0.022,26,439,0.02,0.077,400,89,100,,,,,,,
SS2E2,SS02E02,606937.4459,4643293.695,2012,1,0,0,0,0,0,0,0,SS02E02,192,0.244,0.022,78,426,0.02,0.076,342,87,100,,,,,,,
SS2N1,SS01N01,606822.1249,4643302.73,2012,0,0,0,0,0,0,0,0,SS02N01,198,0.249,0.024,13,403,0.021,0.079,362,90,100,,,,,,,
SS2N2,SS01N02,606786.4244,4643355.615,2012,2,0,0,0,0,0,0,0,SS02N02,198,0.244,0.025,45,352,0.021,0.08,309,90,100,,,,,,,
SS2S1,SS01S01,606809.9555,4643274.007,2012,3,0,0,0,1,0,0,0,SS02S01,196,0.254,0.022,32,468,0.021,0.077,395,90,100,,,,,,,
SS2S2,SS01S02,606824.3177,4643201.262,2012,1,0,0,0,0,0,0,0,SS02S02,196,0.244,0.022,80,517,0.02,0.077,390,89,100,,,,,,,
SS2W1,SS01W01,606779.6875,4643284.992,2012,2,0,0,0,0,0,0,0,SS02W01,198,0.254,0.023,17,444,0.021,0.078,390,87,100,,,,,,,
SS2W2,SS01W02,606740.0587,4643256.965,2012,0,0,0,0,1,0,0,1,SS02W02,197,0.254,0.023,31,454,0.021,0.08,390,91,100,,,,,,,
SS3A1,SS03A01,608248.0706,4643387.131,2012,0,0,0,0,1,0,0,0,SS03A01,265,0.1,0.008,186,805,0.008,0.107,750,89,500,0.25,80,50,0,1,1,1
SS3A2,SS03A02,608294.9815,4643409.805,2012,0,0,0,0,0,0,0,0,SS03A02,272,0.104,0.007,186,817,0.009,0.115,792,91,500,89.25,80,75,0,1,2,1
SS3A3,SS03A03,608345.696,4643418.704,2012,0,0,0,0,0,0,0,0,SS03A03,270,0.095,0.007,212,817,0.01,0.119,819,90,500,56,80,75,0,1,1,1
SS3A4,SS03A04,608400.3417,4643413.198,2012,0,0,0,0,0,0,0,0,SS03A04,271,0.09,0.007,253,806,0.011,0.126,812,89,500,74.75,85,80,0,1,2,2
SS3A5,SS03A05,608441.3861,4643414.02,2012,0,0,0,0,0,0,0,0,SS03A05,273,0.085,0.007,245,804,0.011,0.13,811,89,500,77.25,70,20,0,1,3,1
SS3A6,SS03A06,608479.5096,4643430.893,2012,0,0,0,0,0,0,0,0,SS03A06,275,0.08,0.006,259,821,0.012,0.139,840,91,500,93.25,75,20,0,1,2,2
SS3B1,SS03B01,608233.9914,4643289.269,2012,0,0,0,0,0,0,0,0,SS03B01,253,0.114,0.01,268,716,0.009,0.107,661,89,500,85,65,25,0,1,2,1
SS3B2,SS03B02,608282.5657,4643293.211,2012,0,0,0,0,1,0,0,0,SS03B02,251,0.104,0.01,228,706,0.01,0.111,700,89,500,81,80,35,0,1,1,1
SS3B3,SS03B03,608338.7858,4643301.171,2012,1,0,0,0,0,0,0,0,SS03B03,248,0.095,0.011,188,702,0.011,0.121,700,89,500,96,50,40,0,1,1,1
SS3B4,SS03B04,608384.7317,4643300.14,2012,1,0,0,0,0,0,0,0,SS03B04,244,0.09,0.011,157,694,0.011,0.13,696,90,500,95.5,65,15,5,1,2,1
SS3B5,SS03B05,608431.5348,4643305.759,2012,1,0,0,0,0,0,0,0,SS03B05,252,0.08,0.011,141,697,0.012,0.134,721,90,500,87.25,40,10,5,1,1,1
SS3B6,SS03B06,608483.9411,4643304.53,2012,0,0,0,0,1,0,0,0,SS03B06,256,0.075,0.01,133,695,0.012,0.144,690,90,500,88.5,25,5,5,1,1,2
SS4A1,SS04A01,607704.6254,4643678.746,2012,0,0,0,0,0,0,0,0,SS04A01,225,0.129,0.004,87,664,0.014,0.09,525,88,100,74.75,85,50,0,1,2,1
SS4A2,SS04A02,607725.2453,4643631.304,2012,0,0,0,0,0,0,0,0,SS04A02,219,0.134,0.004,132,693,0.014,0.087,488,89,100,41,65,45,0,1,1,2
SS4A3,SS04A03,607742.1333,4643583.917,2012,0,0,0,0,1,0,0,0,SS04A03,212,0.124,0.003,180,721,0.014,0.084,488,90,100,91,85,40,0,1,2,1
SS4A4,SS04A04,607755.7377,4643539.812,2012,0,0,0,0,0,0,0,0,SS04A04,216,0.124,0.003,225,747,0.014,0.082,450,90,100,91.75,90,70,0,1,2,2
SS4A5,SS04A05,607769.5435,4643493.377,2012,0,0,0,0,1,0,0,0,SS04A05,215,0.119,0.003,273,776,0.014,0.079,458,91,100,92.5,20,5,5,1,1,1
SS4A6,SS04A06,607787.2628,4643445.892,2012,0,0,0,0,1,0,0,0,SS04A06,210,0.114,0.002,323,810,0.014,0.078,457,91,100,87.25,65,30,5,1,2,1
SS4B1,SS04B01,607758.2584,4643682.32,2012,0,0,0,0,4,0,0,0,SS04B01,222,0.124,0.003,87,716,0.014,0.091,573,90,100,77.25,50,25,0,1,0,1
SS4B2,SS04B02,607769.767,4643626.922,2012,0,0,0,0,1,0,0,0,SS04B02,217,0.119,0.003,143,737,0.014,0.087,531,89,100,80.5,70,75,0,1,2,1
SS4B3,SS04B03,607786.3478,4643584.009,2012,0,0,0,0,2,0,0,0,SS04B03,224,0.114,0.003,189,763,0.014,0.084,511,91,100,91,80,65,0,1,1,1
SS4B4,SS04B04,607813.9009,4643537.595,2012,0,0,0,0,0,0,0,0,SS04B04,223,0.109,0.002,242,803,0.014,0.082,499,91,100,87.25,75,25,5,1,2,1
SS4B5,SS04B05,607820.1995,4643489.891,2012,0,0,0,0,2,0,0,0,SS04B05,218,0.114,0.002,289,824,0.014,0.079,510,91,100,76,80,45,5,1,1,2
SS4B6,SS04B06,607840.9679,4643444.501,2012,0,0,0,0,4,0,0,0,SS04B06,215,0.119,0.002,339,860,0.014,0.078,485,89,100,87.25,75,25,0,1,1,1
ST1A1,ST01A01,589026.9485,4600582.441,2012,0,0,0,0,0,0,0,0,ST01A01,68,0.368,0.067,108,48,0.315,0.095,30,84,100,87.25,30,10,25,1,1,1
ST1A2,ST01A02,589003.2281,4600537.622,2012,1,0,0,0,0,0,0,0,ST01A02,68,0.353,0.07,103,76,0.315,0.097,67,88,100,92.25,80,40,50,1,0,1
ST1A3,ST01A03,588978.4077,4600494.121,2012,0,0,0,0,1,0,0,0,ST01A03,69,0.348,0.071,99,115,0.323,0.097,95,89,100,83.5,10,0,0,1,1,1
ST1A4,ST01A04,588956.0917,4600450.427,2012,1,0,0,0,4,0,0,0,ST01A04,68,0.318,0.072,64,158,0.324,0.097,134,89,100,91,25,15,0,2,1,1
ST1A5,ST01A05,588930.7662,4600407.589,2012,0,0,0,0,0,0,0,0,ST01A05,69,0.308,0.074,37,205,0.331,0.097,175,89,100,58.5,30,5,5,1,3,1
ST1A6,ST01A06,588902.7822,4600363.714,2012,0,0,0,0,0,0,0,0,ST01A06,70,0.294,0.077,64,256,0.334,0.097,153,90,100,92.25,5,0,0,1,3,1
ST1B1,ST01B01,588958.5158,4600639.114,2012,0,0,0,0,0,0,0,0,ST01B01,67,0.368,0.071,85,60,0.302,0.096,30,88,100,81,70,30,25,1,1,1
ST1B2,ST01B02,588933.7939,4600594.395,2012,0,0,0,0,0,0,0,0,ST01B02,67,0.363,0.073,82,96,0.307,0.098,67,88,100,51,20,5,0,1,1,1
ST1B3,ST01B03,588915.8509,4600548.094,2012,1,0,0,0,2,0,0,0,ST01B03,67,0.348,0.073,111,138,0.31,0.098,127,88,100,82.25,10,5,5,2,2,1
ST1B4,ST01B04,588894.5418,4600503.965,2012,0,0,0,0,0,0,0,0,ST01B04,67,0.328,0.077,135,184,0.317,0.098,150,89,100,76,5,0,0,1,0,1
ST1B5,ST01B05,588873.1582,4600458.962,2012,0,0,0,0,0,0,0,0,ST01B05,67,0.313,0.08,114,225,0.32,0.098,192,90,100,14.75,15,5,5,1,1,1
ST1B6,ST01B06,588847.2603,4600414.889,2012,1,0,0,0,1,0,0,0,ST01B06,68,0.308,0.082,118,268,0.324,0.098,150,89,100,66,20,0,0,1,1,1
ST1B6,ST02A01,588847.2603,4600414.889,2012,0,0,0,0,4,0,0,0,ST02A01,73,0.343,0.06,76,433,0.336,0.079,331,88,100,83.5,5,0,0,1,1,2
ST2A2,ST02A02,589003.2281,4600537.622,2012,0,1,0,0,0,0,0,0,ST02A02,73,0.348,0.06,36,457,0.336,0.078,300,89,100,59.75,70,25,5,1,1,1
ST2A3,ST02A03,588978.4077,4600494.121,2012,0,0,0,0,2,0,1,0,ST02A03,70,0.348,0.058,35,489,0.333,0.077,301,88,100,86,30,10,0,1,1,1
ST2A4,ST02A04,588956.0917,4600450.427,2012,0,0,0,0,0,0,0,0,ST02A04,71,0.343,0.057,5,523,0.331,0.078,285,87,100,73.5,30,10,0,1,0,1
ST2A5,ST02A05,588930.7662,4600407.589,2012,0,0,0,0,1,0,0,0,ST02A05,69,0.358,0.056,55,493,0.33,0.077,268,90,100,92.25,15,5,0,2,1,1
ST2A6,ST02A06,588902.7822,4600363.714,2012,0,0,0,0,0,0,0,0,ST02A06,68,0.368,0.057,87,457,0.33,0.078,277,90,100,83.5,40,20,5,1,1,1
ST2B1,ST02B01,588958.5158,4600639.114,2012,1,0,0,0,0,0,0,0,ST02B01,73,0.328,0.066,110,353,0.339,0.076,331,89,100,84.75,15,0,0,2,1,1
ST2B2,ST02B02,588933.7939,4600594.395,2012,0,0,0,0,0,0,0,0,ST02B02,70,0.328,0.065,61,383,0.338,0.076,361,86,100,69.75,40,15,5,1,1,1
ST2B3,ST02B03,588915.8509,4600548.094,2012,0,0,0,0,0,0,0,0,ST02B03,70,0.323,0.066,35,390,0.338,0.075,384,87,100,,,,,,,
ST2B4,ST02B04,588894.5418,4600503.965,2012,1,0,0,0,0,0,0,0,ST02B04,69,0.328,0.068,43,447,0.337,0.073,400,82,100,87.25,30,10,5,2,2,1
ST2B5,ST02B05,588873.1582,4600458.962,2012,0,0,0,0,0,0,0,0,ST02B05,69,0.333,0.068,17,472,0.335,0.072,376,88,100,79.75,25,5,0,1,0,1
ST2B6,ST02B06,588847.2603,4600414.889,2012,1,0,0,0,0,0,0,0,ST02B06,69,0.338,0.069,28,455,0.334,0.07,350,88,100,92.25,40,15,0,1,1,1
ST2E1,ST02E01,589794.0464,4601195.827,2012,1,0,0,0,0,0,0,0,ST02E01,70,0.353,0.066,29,422,0.328,0.073,300,86,100,,,,,,,
ST2E2,ST02E02,589840.5949,4601199.507,2012,0,1,0,0,2,0,0,0,ST02E02,70,0.353,0.069,75,441,0.328,0.072,283,88,100,,,,,,,
ST2N1,ST02N01,589767.4959,4601209.262,2012,0,0,0,0,0,0,0,0,ST02N01,70,0.353,0.065,27,429,0.327,0.075,319,90,100,,,,,,,
ST2N2,ST02N02,589741.7875,4601271.235,2012,0,0,0,0,0,0,0,0,ST02N02,67,0.373,0.06,93,453,0.329,0.076,319,90,100,,,,,,,
