"","species","STATION","STRATUM","YEAR","SEASON","LAT","LON","EST_TOWDATE","DEPTH","SURFTEMP","BOTTEMP","Pos","BIOMASS","PA","X","Y"
"442","menhaden",92,3440,1983,"SPRING",35.683333,-75.366667,1983-03-16,26,7,6.5,1,0.1,1,-75.366667,35.683333
"443","menhaden",94,3410,1983,"SPRING",35.9,-75.433333,1983-03-16,24,7,6.9,1,0.1,1,-75.433333,35.9
"444","menhaden",22,7540,1983,"FALL",35.05,-75.966667,1983-09-15,15,26.2,26.2,1,0,1,-75.966667,35.05
"445","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,23.2,13,0.7,1,-75.916667,36.85
"446","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,23.2,13,0.7,1,-75.916667,36.85
"447","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,23.2,13,0.7,1,-75.916667,36.85
"448","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,23.2,13,0.7,1,-75.916667,36.85
"449","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,23.2,13,0.7,1,-75.916667,36.85
"450","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,23.2,13,0.7,1,-75.916667,36.85
"451","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,23.2,13,0.7,1,-75.916667,36.85
"452","menhaden",146,3250,1983,"FALL",38.733333,-75.016667,1983-09-26,21,20.3,20,3,0.9,1,-75.016667,38.733333
"453","menhaden",146,3250,1983,"FALL",38.733333,-75.016667,1983-09-26,21,20.3,20,3,0.9,1,-75.016667,38.733333
"454","menhaden",384,1260,1983,"FALL",42.366667,-70.15,1983-10-26,75,11.3,8.1,1,0.5,1,-70.15,42.366667
"455","menhaden",42,7600,1984,"SPRING",34,-77.833333,1984-03-06,14,11.1,11,71,2.8,1,-77.833333,34
"456","menhaden",42,7600,1984,"SPRING",34,-77.833333,1984-03-06,14,11.1,11,71,2.8,1,-77.833333,34
"457","menhaden",42,7600,1984,"SPRING",34,-77.833333,1984-03-06,14,11.1,11,71,2.8,1,-77.833333,34
"458","menhaden",42,7600,1984,"SPRING",34,-77.833333,1984-03-06,14,11.1,11,71,2.8,1,-77.833333,34
"459","menhaden",42,7600,1984,"SPRING",34,-77.833333,1984-03-06,14,11.1,11,71,2.8,1,-77.833333,34
"460","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11.2,11,18,0.7,1,-77.75,34.183333
"461","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11.2,11,18,0.7,1,-77.75,34.183333
"462","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11.2,11,18,0.7,1,-77.75,34.183333
"463","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11.2,11,18,0.7,1,-77.75,34.183333
"464","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11.2,11,18,0.7,1,-77.75,34.183333
"465","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11.2,11,18,0.7,1,-77.75,34.183333
"466","menhaden",45,7600,1984,"SPRING",34.366667,-77.383333,1984-03-06,18,10.6,12.8,1,0.2,1,-77.383333,34.366667
"467","menhaden",48,7600,1984,"SPRING",34.5,-77.083333,1984-03-06,18,11.1,10.9,3,1,1,-77.083333,34.5
"468","menhaden",48,7600,1984,"SPRING",34.5,-77.083333,1984-03-06,18,11.1,10.9,3,1,1,-77.083333,34.5
"469","menhaden",48,7600,1984,"SPRING",34.5,-77.083333,1984-03-06,18,11.1,10.9,3,1,1,-77.083333,34.5
"470","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,12.2,11.1,193,9.2,1,-77,34.583333
"471","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,12.2,11.1,193,9.2,1,-77,34.583333
"472","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,12.2,11.1,193,9.2,1,-77,34.583333
"473","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,12.2,11.1,193,9.2,1,-77,34.583333
"474","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,12.2,11.1,193,9.2,1,-77,34.583333
"475","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,12.2,11.1,193,9.2,1,-77,34.583333
"476","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,12.2,11.1,193,9.2,1,-77,34.583333
"477","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,12.2,11.1,193,9.2,1,-77,34.583333
"478","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11.2,11,14,1,1,-76.95,34.633333
"479","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11.2,11,14,1,1,-76.95,34.633333
"480","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11.2,11,14,1,1,-76.95,34.633333
"481","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11.2,11,14,1,1,-76.95,34.633333
"482","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11.2,11,14,1,1,-76.95,34.633333
"483","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11.2,11,14,1,1,-76.95,34.633333
"484","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11.2,11,14,1,1,-76.95,34.633333
"485","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,11.4,10.7,16,1.2,1,-76.866667,34.633333
"486","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,11.4,10.7,16,1.2,1,-76.866667,34.633333
"487","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,11.4,10.7,16,1.2,1,-76.866667,34.633333
"488","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,11.4,10.7,16,1.2,1,-76.866667,34.633333
"489","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,11.4,10.7,16,1.2,1,-76.866667,34.633333
"490","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,11.4,10.7,16,1.2,1,-76.866667,34.633333
"491","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,11.4,10.7,16,1.2,1,-76.866667,34.633333
"492","menhaden",53,7560,1984,"SPRING",34.633333,-76.65,1984-03-07,16,11.1,11.1,125,12.3,1,-76.65,34.633333
"493","menhaden",53,7560,1984,"SPRING",34.633333,-76.65,1984-03-07,16,11.1,11.1,125,12.3,1,-76.65,34.633333
"494","menhaden",53,7560,1984,"SPRING",34.633333,-76.65,1984-03-07,16,11.1,11.1,125,12.3,1,-76.65,34.633333
"495","menhaden",53,7560,1984,"SPRING",34.633333,-76.65,1984-03-07,16,11.1,11.1,125,12.3,1,-76.65,34.633333
"496","menhaden",57,7550,1984,"SPRING",34.566667,-76.3,1984-03-07,31,13.5,13.3,1,0.3,1,-76.3,34.566667
"497","menhaden",58,7540,1984,"SPRING",34.716667,-76.383333,1984-03-07,16,11.8,11.7,2,0.1,1,-76.383333,34.716667
"498","menhaden",58,7540,1984,"SPRING",34.716667,-76.383333,1984-03-07,16,11.8,11.7,2,0.1,1,-76.383333,34.716667
"499","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,NA,23,1.9,1,-76.133333,34.95
"500","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,NA,23,1.9,1,-76.133333,34.95
"501","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,NA,23,1.9,1,-76.133333,34.95
"502","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,NA,23,1.9,1,-76.133333,34.95
"503","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,NA,23,1.9,1,-76.133333,34.95
"504","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,NA,23,1.9,1,-76.133333,34.95
"505","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,NA,23,1.9,1,-76.133333,34.95
"506","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,NA,23,1.9,1,-76.133333,34.95
"507","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,NA,23,1.9,1,-76.133333,34.95
"508","menhaden",62,7540,1984,"SPRING",35,-76.05,1984-03-07,15,10.5,11.6,9,0.5,1,-76.05,35
"509","menhaden",62,7540,1984,"SPRING",35,-76.05,1984-03-07,15,10.5,11.6,9,0.5,1,-76.05,35
"510","menhaden",62,7540,1984,"SPRING",35,-76.05,1984-03-07,15,10.5,11.6,9,0.5,1,-76.05,35
"511","menhaden",62,7540,1984,"SPRING",35,-76.05,1984-03-07,15,10.5,11.6,9,0.5,1,-76.05,35
"512","menhaden",62,7540,1984,"SPRING",35,-76.05,1984-03-07,15,10.5,11.6,9,0.5,1,-76.05,35
"513","menhaden",63,7530,1984,"SPRING",35.066667,-75.933333,1984-03-07,15,NA,NA,15,0.7,1,-75.933333,35.066667
"514","menhaden",63,7530,1984,"SPRING",35.066667,-75.933333,1984-03-07,15,NA,NA,15,0.7,1,-75.933333,35.066667
"515","menhaden",63,7530,1984,"SPRING",35.066667,-75.933333,1984-03-07,15,NA,NA,15,0.7,1,-75.933333,35.066667
"516","menhaden",63,7530,1984,"SPRING",35.066667,-75.933333,1984-03-07,15,NA,NA,15,0.7,1,-75.933333,35.066667
"517","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.3,11.5,58,4.4,1,-75.85,35.116667
"518","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.3,11.5,58,4.4,1,-75.85,35.116667
"519","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.3,11.5,58,4.4,1,-75.85,35.116667
"520","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.3,11.5,58,4.4,1,-75.85,35.116667
"521","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.3,11.5,58,4.4,1,-75.85,35.116667
"522","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.3,11.5,58,4.4,1,-75.85,35.116667
"523","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.3,11.5,58,4.4,1,-75.85,35.116667
"524","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.3,11.5,58,4.4,1,-75.85,35.116667
"525","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.3,11.5,58,4.4,1,-75.85,35.116667
"526","menhaden",65,7510,1984,"SPRING",35.116667,-75.816667,1984-03-07,17,NA,NA,3,0.3,1,-75.816667,35.116667
"527","menhaden",65,7510,1984,"SPRING",35.116667,-75.816667,1984-03-07,17,NA,NA,3,0.3,1,-75.816667,35.116667
"528","menhaden",65,7510,1984,"SPRING",35.116667,-75.816667,1984-03-07,17,NA,NA,3,0.3,1,-75.816667,35.116667
"529","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,NA,9,2.6,1,-75.866667,35
"530","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,NA,9,2.6,1,-75.866667,35
"531","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,NA,9,2.6,1,-75.866667,35
"532","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,NA,9,2.6,1,-75.866667,35
"533","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,NA,9,2.6,1,-75.866667,35
"534","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,NA,9,2.6,1,-75.866667,35
"535","menhaden",67,7500,1984,"SPRING",35.2,-75.633333,1984-03-08,15,11.5,11.7,4,0.6,1,-75.633333,35.2
"536","menhaden",67,7500,1984,"SPRING",35.2,-75.633333,1984-03-08,15,11.5,11.7,4,0.6,1,-75.633333,35.2
"537","menhaden",67,7500,1984,"SPRING",35.2,-75.633333,1984-03-08,15,11.5,11.7,4,0.6,1,-75.633333,35.2
"538","menhaden",67,7500,1984,"SPRING",35.2,-75.633333,1984-03-08,15,11.5,11.7,4,0.6,1,-75.633333,35.2
"539","menhaden",70,7510,1984,"SPRING",35.15,-75.55,1984-03-08,16,NA,NA,4,0.6,1,-75.55,35.15
"540","menhaden",70,7510,1984,"SPRING",35.15,-75.55,1984-03-08,16,NA,NA,4,0.6,1,-75.55,35.15
"541","menhaden",70,7510,1984,"SPRING",35.15,-75.55,1984-03-08,16,NA,NA,4,0.6,1,-75.55,35.15
"542","menhaden",70,7510,1984,"SPRING",35.15,-75.55,1984-03-08,16,NA,NA,4,0.6,1,-75.55,35.15
"543","menhaden",72,3430,1984,"SPRING",35.483333,-75.366667,1984-03-08,22,NA,NA,1,0.3,1,-75.366667,35.483333
"544","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"545","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"546","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"547","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"548","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"549","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"550","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"551","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"552","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"553","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"554","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"555","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"556","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"557","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"558","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,7.5,6.8,56,3.4,1,-75.466667,35.7
"559","menhaden",75,3430,1984,"SPRING",35.783333,-75.483333,1984-03-08,19,NA,NA,4,0.2,1,-75.483333,35.783333
"560","menhaden",75,3430,1984,"SPRING",35.783333,-75.483333,1984-03-08,19,NA,NA,4,0.2,1,-75.483333,35.783333
"561","menhaden",75,3430,1984,"SPRING",35.783333,-75.483333,1984-03-08,19,NA,NA,4,0.2,1,-75.483333,35.783333
"562","menhaden",76,3400,1984,"SPRING",35.933333,-75.533333,1984-03-08,19,6.6,6.4,2,0.2,1,-75.533333,35.933333
"563","menhaden",76,3400,1984,"SPRING",35.933333,-75.533333,1984-03-08,19,6.6,6.4,2,0.2,1,-75.533333,35.933333
"564","menhaden",110,3310,1984,"FALL",37.75,-75.5,1984-09-22,13,21.1,21,13,0.5,1,-75.5,37.75
"565","menhaden",110,3310,1984,"FALL",37.75,-75.5,1984-09-22,13,21.1,21,13,0.5,1,-75.5,37.75
"566","menhaden",110,3310,1984,"FALL",37.75,-75.5,1984-09-22,13,21.1,21,13,0.5,1,-75.5,37.75
"567","menhaden",110,3310,1984,"FALL",37.75,-75.5,1984-09-22,13,21.1,21,13,0.5,1,-75.5,37.75
"568","menhaden",116,3270,1984,"FALL",38.416667,-75.016667,1984-09-22,15,21.5,20.5,4,1.2,1,-75.016667,38.416667
"569","menhaden",116,3270,1984,"FALL",38.416667,-75.016667,1984-09-22,15,21.5,20.5,4,1.2,1,-75.016667,38.416667
"570","menhaden",117,3280,1984,"FALL",38.466667,-75.016667,1984-09-22,15,21.5,20.4,1,0.1,1,-75.016667,38.466667
"571","menhaden",52,7570,1985,"SPRING",34.65,-76.766667,1985-03-03,16,NA,NA,1,0.1,1,-76.766667,34.65
"572","menhaden",53,7570,1985,"SPRING",34.633333,-76.616667,1985-03-03,15,NA,NA,1,0,1,-76.616667,34.633333
"573","menhaden",67,3430,1985,"SPRING",35.216667,-75.45,1985-03-04,16,NA,NA,6,0.8,1,-75.45,35.216667
"574","menhaden",67,3430,1985,"SPRING",35.216667,-75.45,1985-03-04,16,NA,NA,6,0.8,1,-75.45,35.216667
"575","menhaden",67,3430,1985,"SPRING",35.216667,-75.45,1985-03-04,16,NA,NA,6,0.8,1,-75.45,35.216667
"576","menhaden",67,3430,1985,"SPRING",35.216667,-75.45,1985-03-04,16,NA,NA,6,0.8,1,-75.45,35.216667
"577","menhaden",88,3370,1985,"SPRING",36.783333,-75.816667,1985-03-07,21,NA,NA,2,0.2,1,-75.816667,36.783333
"578","menhaden",88,3370,1985,"SPRING",36.783333,-75.816667,1985-03-07,21,NA,NA,2,0.2,1,-75.816667,36.783333
"579","menhaden",47,3370,1985,"FALL",37.116667,-75.65,1985-10-03,16,NA,NA,1,0.3,1,-75.65,37.116667
"580","menhaden",55,3300,1985,"FALL",37.6,-75.533333,1985-10-04,13,22.5,22.5,1,0.2,1,-75.533333,37.6
"581","menhaden",74,3210,1985,"FALL",39.133333,-74.666667,1985-10-05,12,NA,NA,3,0.7,1,-74.666667,39.133333
"582","menhaden",136,3070,1985,"FALL",40.783333,-72.583333,1985-10-10,17,NA,NA,1,0.4,1,-72.583333,40.783333
"583","menhaden",137,3040,1985,"FALL",40.816667,-72.433333,1985-10-10,17,NA,NA,1,0.3,1,-72.433333,40.816667
"584","menhaden",140,3040,1985,"FALL",40.9,-72.2,1985-10-10,23,NA,NA,2,0.7,1,-72.2,40.9
"585","menhaden",140,3040,1985,"FALL",40.9,-72.2,1985-10-10,23,NA,NA,2,0.7,1,-72.2,40.9
"586","menhaden",405,3660,1985,"FALL",42.75,-70.65,1985-11-15,50,NA,NA,1,0.2,1,-70.65,42.75
"587","menhaden",35,3380,1986,"SPRING",36.533333,-75.7,1986-03-07,23,NA,NA,4,0.1,1,-75.7,36.533333
"588","menhaden",35,3380,1986,"SPRING",36.533333,-75.7,1986-03-07,23,NA,NA,4,0.1,1,-75.7,36.533333
"589","menhaden",35,3380,1986,"SPRING",36.533333,-75.7,1986-03-07,23,NA,NA,4,0.1,1,-75.7,36.533333
"590","menhaden",35,3380,1986,"SPRING",36.533333,-75.7,1986-03-07,23,NA,NA,4,0.1,1,-75.7,36.533333
"591","menhaden",36,1650,1986,"SPRING",36.6,-75.516667,1986-03-07,24,4.4,4.7,2,0,1,-75.516667,36.6
"592","menhaden",36,1650,1986,"SPRING",36.6,-75.516667,1986-03-07,24,4.4,4.7,2,0,1,-75.516667,36.6
"593","menhaden",38,3410,1986,"SPRING",36.416667,-75.616667,1986-03-07,24,4.2,4.7,15,0.5,1,-75.616667,36.416667
"594","menhaden",38,3410,1986,"SPRING",36.416667,-75.616667,1986-03-07,24,4.2,4.7,15,0.5,1,-75.616667,36.416667
"595","menhaden",38,3410,1986,"SPRING",36.416667,-75.616667,1986-03-07,24,4.2,4.7,15,0.5,1,-75.616667,36.416667
"596","menhaden",38,3410,1986,"SPRING",36.416667,-75.616667,1986-03-07,24,4.2,4.7,15,0.5,1,-75.616667,36.416667
"597","menhaden",38,3410,1986,"SPRING",36.416667,-75.616667,1986-03-07,24,4.2,4.7,15,0.5,1,-75.616667,36.416667
"598","menhaden",38,3410,1986,"SPRING",36.416667,-75.616667,1986-03-07,24,4.2,4.7,15,0.5,1,-75.616667,36.416667
"599","menhaden",39,3400,1986,"SPRING",36.35,-75.716667,1986-03-08,20,NA,NA,67,2,1,-75.716667,36.35
"600","menhaden",39,3400,1986,"SPRING",36.35,-75.716667,1986-03-08,20,NA,NA,67,2,1,-75.716667,36.35
"601","menhaden",39,3400,1986,"SPRING",36.35,-75.716667,1986-03-08,20,NA,NA,67,2,1,-75.716667,36.35
"602","menhaden",39,3400,1986,"SPRING",36.35,-75.716667,1986-03-08,20,NA,NA,67,2,1,-75.716667,36.35
"603","menhaden",39,3400,1986,"SPRING",36.35,-75.716667,1986-03-08,20,NA,NA,67,2,1,-75.716667,36.35
"604","menhaden",39,3400,1986,"SPRING",36.35,-75.716667,1986-03-08,20,NA,NA,67,2,1,-75.716667,36.35
"605","menhaden",39,3400,1986,"SPRING",36.35,-75.716667,1986-03-08,20,NA,NA,67,2,1,-75.716667,36.35
"606","menhaden",39,3400,1986,"SPRING",36.35,-75.716667,1986-03-08,20,NA,NA,67,2,1,-75.716667,36.35
"607","menhaden",39,3400,1986,"SPRING",36.35,-75.716667,1986-03-08,20,NA,NA,67,2,1,-75.716667,36.35
"608","menhaden",40,3410,1986,"SPRING",36.166667,-75.616667,1986-03-08,24,NA,NA,3950,141.5,1,-75.616667,36.166667
"609","menhaden",40,3410,1986,"SPRING",36.166667,-75.616667,1986-03-08,24,NA,NA,3950,141.5,1,-75.616667,36.166667
"610","menhaden",40,3410,1986,"SPRING",36.166667,-75.616667,1986-03-08,24,NA,NA,3950,141.5,1,-75.616667,36.166667
"611","menhaden",40,3410,1986,"SPRING",36.166667,-75.616667,1986-03-08,24,NA,NA,3950,141.5,1,-75.616667,36.166667
"612","menhaden",40,3410,1986,"SPRING",36.166667,-75.616667,1986-03-08,24,NA,NA,3950,141.5,1,-75.616667,36.166667
"613","menhaden",40,3410,1986,"SPRING",36.166667,-75.616667,1986-03-08,24,NA,NA,3950,141.5,1,-75.616667,36.166667
"614","menhaden",40,3410,1986,"SPRING",36.166667,-75.616667,1986-03-08,24,NA,NA,3950,141.5,1,-75.616667,36.166667
"615","menhaden",40,3410,1986,"SPRING",36.166667,-75.616667,1986-03-08,24,NA,NA,3950,141.5,1,-75.616667,36.166667
"616","menhaden",40,3410,1986,"SPRING",36.166667,-75.616667,1986-03-08,24,NA,NA,3950,141.5,1,-75.616667,36.166667
"617","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"618","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"619","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"620","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"621","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"622","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"623","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"624","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"625","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"626","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"627","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"628","menhaden",41,3400,1986,"SPRING",36.166667,-75.683333,1986-03-08,20,4,3.5,158,5.2,1,-75.683333,36.166667
"629","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"630","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"631","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"632","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"633","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"634","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"635","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"636","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"637","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"638","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"639","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"640","menhaden",42,3390,1986,"SPRING",36.1,-75.683333,1986-03-08,10,NA,NA,113,2.9,1,-75.683333,36.1
"641","menhaden",43,3420,1986,"SPRING",35.833333,-75.533333,1986-03-08,14,NA,NA,15,1.1,1,-75.533333,35.833333
"642","menhaden",43,3420,1986,"SPRING",35.833333,-75.533333,1986-03-08,14,NA,NA,15,1.1,1,-75.533333,35.833333
"643","menhaden",43,3420,1986,"SPRING",35.833333,-75.533333,1986-03-08,14,NA,NA,15,1.1,1,-75.533333,35.833333
"644","menhaden",43,3420,1986,"SPRING",35.833333,-75.533333,1986-03-08,14,NA,NA,15,1.1,1,-75.533333,35.833333
"645","menhaden",43,3420,1986,"SPRING",35.833333,-75.533333,1986-03-08,14,NA,NA,15,1.1,1,-75.533333,35.833333
"646","menhaden",43,3420,1986,"SPRING",35.833333,-75.533333,1986-03-08,14,NA,NA,15,1.1,1,-75.533333,35.833333
"647","menhaden",43,3420,1986,"SPRING",35.833333,-75.533333,1986-03-08,14,NA,NA,15,1.1,1,-75.533333,35.833333
"648","menhaden",43,3420,1986,"SPRING",35.833333,-75.533333,1986-03-08,14,NA,NA,15,1.1,1,-75.533333,35.833333
"649","menhaden",43,3420,1986,"SPRING",35.833333,-75.533333,1986-03-08,14,NA,NA,15,1.1,1,-75.533333,35.833333
"650","menhaden",44,3440,1986,"SPRING",35.816667,-75.316667,1986-03-08,32,5.8,6.2,3,0.8,1,-75.316667,35.816667
"651","menhaden",44,3440,1986,"SPRING",35.816667,-75.316667,1986-03-08,32,5.8,6.2,3,0.8,1,-75.316667,35.816667
"652","menhaden",49,7510,1986,"SPRING",35.166667,-75.566667,1986-03-09,16,6.6,7,15,6,1,-75.566667,35.166667
"653","menhaden",49,7510,1986,"SPRING",35.166667,-75.566667,1986-03-09,16,6.6,7,15,6,1,-75.566667,35.166667
