"","CRUISE6","STATION","STRATUM","TOW","SVSPP","CATCHSEX","SVVESSEL","YEAR","SEASON","LAT","LON","EST_TOWDATE","DEPTH","SURFTEMP","SURFSALIN","BOTTEMP","BOTSALIN","ABUNDANCE","BIOMASS","LENGTH","NUMLEN","species"
"5315",197404,230,1370,3,0,0,"AL",1974,"SPRING",42.733333,-69.066667,1974-04-28,170,6.7,NA,6.3,NA,0,0,0,0,"sample"
"5316",197404,231,1370,4,0,0,"AL",1974,"SPRING",42.683333,-69.05,1974-04-28,155,6.6,NA,NA,NA,0,0,0,0,"sample"
"5317",197404,232,1370,5,0,0,"AL",1974,"SPRING",42.833333,-68.8,1974-04-29,160,6,NA,7.1,NA,0,0,0,0,"sample"
"5318",197404,234,1360,4,0,0,"AL",1974,"SPRING",43.016667,-68.05,1974-04-29,175,6,NA,7.9,NA,0,0,0,0,"sample"
"5319",197404,235,1380,4,0,0,"AL",1974,"SPRING",43.233333,-68.4,1974-04-29,161,6.7,NA,NA,NA,0,0,0,0,"sample"
"5320",197404,236,1360,3,0,0,"AL",1974,"SPRING",43.4,-67.783333,1974-04-29,263,6.5,NA,NA,NA,0,0,0,0,"sample"
"5321",197404,238,1360,6,0,0,"AL",1974,"SPRING",43.333333,-67.133333,1974-04-29,241,6.3,NA,NA,NA,0,0,0,0,"sample"
"5322",197404,239,1340,5,0,0,"AL",1974,"SPRING",43.3,-66.8,1974-04-30,190,6.4,NA,NA,NA,0,0,0,0,"sample"
"5323",197404,241,1360,1,0,0,"AL",1974,"SPRING",43.666667,-67.4,1974-04-30,220,5.6,NA,NA,NA,0,0,0,0,"sample"
"5324",197404,242,1360,8,0,0,"AL",1974,"SPRING",43.75,-67.75,1974-04-30,238,6.4,NA,NA,NA,0,0,0,0,"sample"
"5325",197404,244,1340,1,0,0,"AL",1974,"SPRING",43.85,-66.766667,1974-04-30,117,7.6,NA,NA,NA,0,0,0,0,"sample"
"5326",197404,245,1330,3,0,0,"AL",1974,"SPRING",43.866667,-66.583333,1974-04-30,97,5.8,NA,NA,NA,0,0,0,0,"sample"
"5327",197404,246,1330,2,0,0,"AL",1974,"SPRING",43.733333,-66.45,1974-04-30,66,4.8,NA,NA,NA,0,0,0,0,"sample"
"5328",197404,247,1330,1,0,0,"AL",1974,"SPRING",43.75,-66.483333,1974-04-30,88,4.8,NA,NA,NA,0,0,0,0,"sample"
"5329",197404,248,1330,4,0,0,"AL",1974,"SPRING",43.983333,-66.55,1974-05-01,80,5,NA,NA,NA,0,0,0,0,"sample"
"5330",197404,249,1350,4,0,0,"AL",1974,"SPRING",44.583333,-66.233333,1974-05-01,139,5.5,NA,NA,NA,0,0,0,0,"sample"
"5331",197404,250,1350,3,0,0,"AL",1974,"SPRING",44.633333,-66.366667,1974-05-01,190,5,NA,NA,NA,0,0,0,0,"sample"
"5332",197404,251,1350,2,0,0,"AL",1974,"SPRING",44.7,-66.55,1974-05-01,161,4.2,NA,NA,NA,0,0,0,0,"sample"
"5333",197404,252,1350,1,0,0,"AL",1974,"SPRING",44.15,-66.933333,1974-05-01,179,5.8,NA,NA,NA,0,0,0,0,"sample"
"5334",197404,253,1340,3,0,0,"AL",1974,"SPRING",44.066667,-67.033333,1974-05-01,161,6.1,NA,NA,NA,0,0,0,0,"sample"
"5335",197404,254,1340,2,0,0,"AL",1974,"SPRING",43.966667,-67.133333,1974-05-01,150,5.8,NA,NA,NA,0,0,0,0,"sample"
"5336",197404,255,1390,5,0,0,"AL",1974,"SPRING",44.25,-67.816667,1974-05-02,83,5.1,NA,5,NA,0,0,0,0,"sample"
"5337",197404,256,1380,5,0,0,"AL",1974,"SPRING",43.983333,-67.833333,1974-05-02,168,4.2,NA,NA,NA,0,0,0,0,"sample"
"5338",197404,257,1390,4,0,0,"AL",1974,"SPRING",44.15,-67.95,1974-05-02,150,4.7,NA,5.3,NA,0,0,0,0,"sample"
"5339",197404,258,1390,3,0,0,"AL",1974,"SPRING",44.083333,-68.166667,1974-05-02,79,4.3,NA,4.4,NA,0,0,0,0,"sample"
"5340",197404,259,1390,2,0,0,"AL",1974,"SPRING",43.983333,-68.45,1974-05-02,92,4.4,NA,4.6,NA,0,0,0,0,"sample"
"5341",197404,260,1380,3,0,0,"AL",1974,"SPRING",43.683333,-68.35,1974-05-02,205,5.2,NA,7.4,NA,0,0,0,0,"sample"
"5342",197404,261,1390,1,0,0,"AL",1974,"SPRING",43.75,-69.016667,1974-05-03,64,5,NA,4.5,NA,0,0,0,0,"sample"
"5343",197404,263,1380,2,0,0,"AL",1974,"SPRING",43.416667,-69.233333,1974-05-03,168,5.5,NA,6.5,NA,0,0,0,0,"sample"
"5344",197404,264,1370,2,0,0,"AL",1974,"SPRING",43.183333,-69.166667,1974-05-03,176,6.4,NA,5.6,NA,0,0,0,0,"sample"
"5345",197404,265,1380,1,0,0,"AL",1974,"SPRING",43.383333,-69.866667,1974-05-03,183,6,NA,5.5,NA,0,0,0,0,"sample"
"5346",197404,266,1400,2,0,0,"AL",1974,"SPRING",43.5,-70.033333,1974-05-03,73,0,NA,NA,NA,0,0,0,0,"sample"
"5347",197404,267,1270,3,0,0,"AL",1974,"SPRING",43.333333,-70.033333,1974-05-03,174,0,NA,NA,NA,0,0,0,0,"sample"
"5348",197404,268,1400,1,0,0,"AL",1974,"SPRING",43.1,-70.383333,1974-05-03,82,0,NA,NA,NA,0,0,0,0,"sample"
"5349",197404,269,1270,1,0,0,"AL",1974,"SPRING",42.983333,-70.35,1974-05-04,128,0,NA,NA,NA,0,0,0,0,"sample"
"5350",197404,270,1270,2,0,0,"AL",1974,"SPRING",42.933333,-70.233333,1974-05-04,183,0,NA,NA,NA,0,0,0,0,"sample"
"5351",197404,271,1260,3,0,0,"AL",1974,"SPRING",42.733333,-70.25,1974-05-04,73,0,NA,NA,NA,0,0,0,0,"sample"
"5352",197404,272,1270,4,0,0,"AL",1974,"SPRING",42.633333,-70.033333,1974-05-04,119,0,NA,NA,NA,0,0,0,0,"sample"
"5353",197404,273,1260,4,0,0,"AL",1974,"SPRING",42.583333,-70.15,1974-05-04,73,0,NA,NA,NA,0,0,0,0,"sample"
"5354",197404,274,1260,1,0,0,"AL",1974,"SPRING",42.383333,-70.483333,1974-05-04,88,0,NA,NA,NA,0,0,0,0,"sample"
"5355",197404,275,1260,2,0,0,"AL",1974,"SPRING",42.266667,-70.383333,1974-05-04,91,0,NA,NA,NA,0,0,0,0,"sample"
"5356",197411,1,3130,1,0,0,"DE",1974,"FALL",40.5,-73.816667,1974-09-28,15,18.8,NA,17.3,NA,0,0,0,0,"sample"
"5357",197411,2,1060,1,0,0,"AL",1974,"FALL",40.55,-71.066667,1974-09-23,75,20.5,NA,11.4,NA,0,0,0,0,"sample"
"5358",197411,2,3130,2,0,0,"DE",1974,"FALL",40.55,-73.683333,1974-09-28,12,19,NA,18.5,NA,0,0,0,0,"sample"
"5359",197411,3,1060,2,0,0,"AL",1974,"FALL",40.35,-70.766667,1974-09-23,106,20.9,NA,13.2,NA,0,0,0,0,"sample"
"5360",197411,5,1070,1,0,0,"AL",1974,"FALL",40.25,-70.8,1974-09-24,118,21.4,NA,13.3,NA,0,0,0,0,"sample"
"5361",197411,5,3100,2,0,0,"DE",1974,"FALL",40.616667,-73.2,1974-09-28,13,18.6,NA,18.2,NA,0,0,0,0,"sample"
"5362",197411,6,1080,1,0,0,"AL",1974,"FALL",40.016667,-70.733333,1974-09-24,236,21.3,NA,9.1,NA,0,0,0,0,"sample"
"5363",197411,6,3080,4,0,0,"DE",1974,"FALL",40.683333,-72.85,1974-09-29,23,18.9,NA,17.1,NA,0,0,0,0,"sample"
"5364",197411,7,1070,2,0,0,"AL",1974,"FALL",40.216667,-71.1,1974-09-24,108,21.3,NA,8.3,NA,0,0,0,0,"sample"
"5365",197411,7,3070,1,0,0,"DE",1974,"FALL",40.8,-72.566667,1974-09-29,13,19.2,NA,18.6,NA,0,0,0,0,"sample"
"5366",197411,8,1080,2,0,0,"AL",1974,"FALL",39.983333,-71.1,1974-09-24,338,21.6,NA,7.9,NA,0,0,0,0,"sample"
"5367",197411,8,3050,1,0,0,"DE",1974,"FALL",40.816667,-72.383333,1974-09-29,22,18.6,NA,17,NA,0,0,0,0,"sample"
"5368",197411,9,1070,3,0,0,"AL",1974,"FALL",40.05,-71.25,1974-09-24,168,21,NA,11.2,NA,0,0,0,0,"sample"
"5369",197411,9,3040,1,0,0,"DE",1974,"FALL",40.95,-72.116667,1974-09-29,20,18.2,NA,17.6,NA,0,0,0,0,"sample"
"5370",197411,10,1060,3,0,0,"AL",1974,"FALL",40.183333,-71.55,1974-09-24,88,20.7,NA,11.3,NA,0,0,0,0,"sample"
"5371",197411,10,3020,1,0,0,"DE",1974,"FALL",40.966667,-71.916667,1974-09-29,24,18.4,NA,17.3,NA,0,0,0,0,"sample"
"5372",197411,11,1060,4,0,0,"AL",1974,"FALL",40.016667,-71.733333,1974-09-24,95,20,NA,12.7,NA,0,0,0,0,"sample"
"5373",197411,11,3020,2,0,0,"DE",1974,"FALL",41.1,-71.6,1974-09-29,22,18.3,NA,17.3,NA,0,0,0,0,"sample"
"5374",197411,12,1020,1,0,0,"AL",1974,"FALL",40,-71.816667,1974-09-24,87,19.6,NA,12.8,NA,0,0,0,0,"sample"
"5375",197411,12,3050,2,0,0,"DE",1974,"FALL",40.916667,-72.083333,1974-09-29,26,18.7,NA,16.4,NA,0,0,0,0,"sample"
"5376",197411,13,1080,3,0,0,"AL",1974,"FALL",39.866667,-71.65,1974-09-24,267,20.3,NA,8.8,NA,0,0,0,0,"sample"
"5377",197411,13,3040,2,0,0,"DE",1974,"FALL",40.9,-72.25,1974-09-29,18,18.6,NA,18,NA,0,0,0,0,"sample"
"5378",197411,14,3080,1,0,0,"DE",1974,"FALL",40.766667,-72.55,1974-09-29,24,18.8,NA,NA,NA,0,0,0,0,"sample"
"5379",197411,15,3080,2,0,0,"DE",1974,"FALL",40.683333,-72.85,1974-09-29,21,18.5,NA,18.8,NA,0,0,0,0,"sample"
"5380",197411,16,3080,3,0,0,"DE",1974,"FALL",40.6,-73.05,1974-09-30,20,18.2,NA,17.1,NA,0,0,0,0,"sample"
"5381",197411,17,3110,2,0,0,"DE",1974,"FALL",40.533333,-73.283333,1974-09-30,22,17.7,NA,16.3,NA,0,0,0,0,"sample"
"5382",197411,18,1030,1,0,0,"AL",1974,"FALL",39.483333,-72.433333,1974-09-25,114,20.1,NA,14.3,NA,0,0,0,0,"sample"
"5383",197411,18,3110,3,0,0,"DE",1974,"FALL",40.433333,-73.616667,1974-09-30,21,19,NA,19.2,NA,0,0,0,0,"sample"
"5384",197411,19,1020,2,0,0,"AL",1974,"FALL",39.5,-72.533333,1974-09-25,101,20.2,NA,13,NA,0,0,0,0,"sample"
"5385",197411,19,3140,1,0,0,"DE",1974,"FALL",40.433333,-73.716667,1974-09-30,27,19.5,NA,15,NA,0,0,0,0,"sample"
"5386",197411,20,1030,2,0,0,"AL",1974,"FALL",39.316667,-72.383333,1974-09-25,146,22.2,NA,13.7,NA,0,0,0,0,"sample"
"5387",197411,20,3140,2,0,0,"DE",1974,"FALL",40.4,-73.783333,1974-09-30,31,18.9,NA,12.9,NA,0,0,0,0,"sample"
"5388",197411,21,1030,3,0,0,"AL",1974,"FALL",39.183333,-72.583333,1974-09-25,136,22.6,NA,14,NA,0,0,0,0,"sample"
"5389",197411,21,3140,3,0,0,"DE",1974,"FALL",40.316667,-73.85,1974-09-30,22,19.1,NA,13,NA,0,0,0,0,"sample"
"5390",197411,22,1740,1,0,0,"AL",1974,"FALL",39.233333,-72.85,1974-09-25,81,20.7,NA,12.2,NA,0,0,0,0,"sample"
"5391",197411,22,3140,4,0,0,"DE",1974,"FALL",40.3,-73.833333,1974-09-30,23,19.3,NA,14.5,NA,0,0,0,0,"sample"
"5392",197411,23,3160,1,0,0,"DE",1974,"FALL",40.133333,-73.983333,1974-09-30,15,18.4,NA,16.8,NA,0,0,0,0,"sample"
"5393",197411,24,1740,2,0,0,"AL",1974,"FALL",39.183333,-73.05,1974-09-26,75,20,NA,10.9,NA,0,0,0,0,"sample"
"5394",197411,24,3170,1,0,0,"DE",1974,"FALL",39.95,-73.966667,1974-09-30,20,18.9,NA,17.9,NA,0,0,0,0,"sample"
"5395",197411,25,1750,1,0,0,"AL",1974,"FALL",39.083333,-72.8,1974-09-26,113,21.7,NA,14.2,NA,0,0,0,0,"sample"
"5396",197411,25,3170,2,0,0,"DE",1974,"FALL",39.816667,-73.966667,1974-09-30,18,18.5,NA,17.5,NA,0,0,0,0,"sample"
"5397",197411,26,1760,1,0,0,"AL",1974,"FALL",38.983333,-72.8,1974-09-26,311,22.7,NA,9,NA,0,0,0,0,"sample"
"5398",197411,26,3160,2,0,0,"DE",1974,"FALL",39.666667,-74.116667,1974-09-30,13,19,NA,19,NA,0,0,0,0,"sample"
"5399",197411,27,1750,2,0,0,"AL",1974,"FALL",38.933333,-72.866667,1974-09-26,123,22,NA,14,NA,0,0,0,0,"sample"
"5400",197411,27,3170,3,0,0,"DE",1974,"FALL",39.683333,-73.916667,1974-09-30,23,19.5,NA,NA,NA,0,0,0,0,"sample"
"5401",197411,28,3200,1,0,0,"DE",1974,"FALL",39.6,-73.916667,1974-10-01,25,18.6,NA,17.6,NA,0,0,0,0,"sample"
"5402",197411,29,1760,2,0,0,"AL",1974,"FALL",38.566667,-73.183333,1974-09-26,397,22.9,NA,10.2,NA,0,0,0,0,"sample"
"5403",197411,29,3200,2,0,0,"DE",1974,"FALL",39.516667,-73.966667,1974-10-01,22,18.4,NA,18.2,NA,0,0,0,0,"sample"
"5404",197411,30,1740,4,0,0,"AL",1974,"FALL",38.6,-73.433333,1974-09-26,82,23.5,NA,13.1,NA,0,0,0,0,"sample"
"5405",197411,30,3200,3,0,0,"DE",1974,"FALL",39.383333,-74.066667,1974-10-01,20,18.5,NA,19.2,NA,0,0,0,0,"sample"
"5406",197411,31,1700,1,0,0,"AL",1974,"FALL",38.383333,-73.7,1974-09-26,99,21.4,NA,14.2,NA,0,0,0,0,"sample"
"5407",197411,31,3190,1,0,0,"DE",1974,"FALL",39.416667,-74.216667,1974-10-01,16,18.5,NA,18.4,NA,0,0,0,0,"sample"
"5408",197411,32,1700,2,0,0,"AL",1974,"FALL",38.3,-74.15,1974-09-26,62,20.7,NA,9.8,NA,0,0,0,0,"sample"
"5409",197411,32,3190,2,0,0,"DE",1974,"FALL",39.3,-74.333333,1974-10-01,15,19.5,NA,19.4,NA,0,0,0,0,"sample"
"5410",197411,33,1700,3,0,0,"AL",1974,"FALL",38.116667,-74.05,1974-09-26,77,20.6,NA,13.3,NA,0,0,0,0,"sample"
"5411",197411,33,3200,4,0,0,"DE",1974,"FALL",39.183333,-74.283333,1974-10-01,22,18.9,NA,17.9,NA,0,0,0,0,"sample"
"5412",197411,34,3220,1,0,0,"DE",1974,"FALL",38.933333,-74.65,1974-10-01,9,19.9,NA,19.5,NA,0,0,0,0,"sample"
"5413",197411,35,3220,2,0,0,"DE",1974,"FALL",38.966667,-74.766667,1974-10-01,9,19.9,NA,19.7,NA,0,0,0,0,"sample"
"5414",197411,36,1710,1,0,0,"AL",1974,"FALL",38.033333,-73.883333,1974-09-27,132,23,NA,13.2,NA,0,0,0,0,"sample"
"5415",197411,36,3220,3,0,0,"DE",1974,"FALL",38.883333,-74.75,1974-10-01,12,19.7,NA,19.4,NA,0,0,0,0,"sample"
"5416",197411,37,1710,2,0,0,"AL",1974,"FALL",37.933333,-74.016667,1974-09-27,137,23.3,NA,13.3,NA,0,0,0,0,"sample"
"5417",197411,37,3250,1,0,0,"DE",1974,"FALL",38.683333,-74.966667,1974-10-01,15,19.5,NA,20.2,NA,0,0,0,0,"sample"
"5418",197411,38,1700,4,0,0,"AL",1974,"FALL",37.983333,-74.116667,1974-09-27,99,20.3,NA,14.4,NA,0,0,0,0,"sample"
"5419",197411,38,3250,2,0,0,"DE",1974,"FALL",38.633333,-75.033333,1974-10-01,10,19.1,NA,19.5,NA,0,0,0,0,"sample"
"5420",197411,39,1720,1,0,0,"AL",1974,"FALL",37.866667,-74.066667,1974-09-27,333,23.6,NA,13,NA,0,0,0,0,"sample"
"5421",197411,39,3250,3,0,0,"DE",1974,"FALL",38.6,-74.966667,1974-10-01,17,19.6,NA,19.5,NA,0,0,0,0,"sample"
"5422",197411,40,1660,1,0,0,"AL",1974,"FALL",37.6,-74.483333,1974-09-27,68,22.5,NA,11.8,NA,0,0,0,0,"sample"
"5423",197411,40,3280,1,0,0,"DE",1974,"FALL",38.433333,-75.016667,1974-10-01,14,19.5,NA,19.5,NA,0,0,0,0,"sample"
"5424",197411,41,1660,2,0,0,"AL",1974,"FALL",37.516667,-74.45,1974-09-27,93,22.1,NA,13.4,NA,0,0,0,0,"sample"
"5425",197411,41,3280,2,0,0,"DE",1974,"FALL",38.4,-74.966667,1974-10-01,14,0,NA,NA,NA,0,0,0,0,"sample"
"5426",197411,42,1650,1,0,0,"AL",1974,"FALL",37.55,-74.7,1974-09-27,52,20.9,NA,10.3,NA,0,0,0,0,"sample"
"5427",197411,42,3280,3,0,0,"DE",1974,"FALL",38.183333,-75.083333,1974-10-02,13,20.5,NA,20.7,NA,0,0,0,0,"sample"
"5428",197411,43,1650,2,0,0,"AL",1974,"FALL",37.7,-74.85,1974-09-27,31,21.2,NA,13.7,NA,0,0,0,0,"sample"
"5429",197411,43,3310,1,0,0,"DE",1974,"FALL",37.933333,-75.166667,1974-10-02,14,20.1,NA,20.1,NA,0,0,0,0,"sample"
"5430",197411,44,1650,3,0,0,"AL",1974,"FALL",37.383333,-75.033333,1974-09-27,33,21.4,NA,20.8,NA,0,0,0,0,"sample"
"5431",197411,44,3310,2,0,0,"DE",1974,"FALL",37.783333,-75.266667,1974-10-02,19,21.5,NA,21.7,NA,0,0,0,0,"sample"
"5432",197411,45,1650,4,0,0,"AL",1974,"FALL",37.233333,-74.9,1974-09-28,44,20.6,NA,13.1,NA,0,0,0,0,"sample"
"5433",197411,45,3310,3,0,0,"DE",1974,"FALL",37.616667,-75.516667,1974-10-02,13,19.9,NA,19.9,NA,0,0,0,0,"sample"
"5434",197411,46,1660,3,0,0,"AL",1974,"FALL",37.133333,-74.833333,1974-09-28,62,20.8,NA,10.5,NA,0,0,0,0,"sample"
"5435",197411,46,3340,1,0,0,"DE",1974,"FALL",37.516667,-75.516667,1974-10-02,13,19.8,NA,20.1,NA,0,0,0,0,"sample"
"5436",197411,47,3340,2,0,0,"DE",1974,"FALL",37.433333,-75.583333,1974-10-02,11,20.7,NA,20.9,NA,0,0,0,0,"sample"
"5437",197411,48,1680,1,0,0,"AL",1974,"FALL",36.916667,-74.616667,1974-09-28,277,21.7,NA,9.8,NA,0,0,0,0,"sample"
"5438",197411,48,3340,3,0,0,"DE",1974,"FALL",37.183333,-75.716667,1974-10-02,10,20,NA,20.7,NA,0,0,0,0,"sample"
"5439",197411,49,3370,1,0,0,"DE",1974,"FALL",37.016667,-75.8,1974-10-02,11,19.4,NA,19.7,NA,0,0,0,0,"sample"
"5440",197411,50,3370,2,0,0,"DE",1974,"FALL",36.933333,-75.85,1974-10-02,10,20.6,NA,20.8,NA,0,0,0,0,"sample"
"5441",197411,51,1680,2,0,0,"AL",1974,"FALL",36.583333,-74.716667,1974-09-28,233,21.6,NA,9.8,NA,0,0,0,0,"sample"
"5442",197411,51,3360,1,0,0,"DE",1974,"FALL",36.866667,-75.966667,1974-10-02,7,19,NA,19.5,NA,0,0,0,0,"sample"
"5443",197411,52,3370,3,0,0,"DE",1974,"FALL",36.883333,-75.75,1974-10-02,17,21.2,NA,21.3,NA,0,0,0,0,"sample"
"5444",197411,53,1610,1,0,0,"AL",1974,"FALL",36.45,-75.1,1974-09-28,38,22.2,NA,19.6,NA,0,0,0,0,"sample"
"5445",197411,53,3360,2,0,0,"DE",1974,"FALL",36.633333,-75.883333,1974-10-02,11,19.6,NA,19,NA,0,0,0,0,"sample"
"5446",197411,54,1610,2,0,0,"AL",1974,"FALL",36.316667,-74.983333,1974-09-28,40,22.2,NA,14.2,NA,0,0,0,0,"sample"
"5447",197411,54,3370,4,0,0,"DE",1974,"FALL",36.533333,-75.783333,1974-10-03,17,19.8,NA,20.7,NA,0,0,0,0,"sample"
"5448",197411,55,1640,1,0,0,"AL",1974,"FALL",36.283333,-74.8,1974-09-28,244,22.3,NA,11.8,NA,0,0,0,0,"sample"
"5449",197411,55,3400,1,0,0,"DE",1974,"FALL",36.4,-75.766667,1974-10-03,11,19.5,NA,20.2,NA,0,0,0,0,"sample"
"5450",197411,56,1630,1,0,0,"AL",1974,"FALL",36.233333,-74.816667,1974-09-29,126,22.1,NA,12.4,NA,0,0,0,0,"sample"
"5451",197411,56,3400,2,0,0,"DE",1974,"FALL",36.25,-75.716667,1974-10-03,18,20,NA,21.5,NA,0,0,0,0,"sample"
"5452",197411,57,1620,1,0,0,"AL",1974,"FALL",36.05,-74.816667,1974-09-29,90,22.4,NA,14.5,NA,0,0,0,0,"sample"
"5453",197411,58,1640,2,0,0,"AL",1974,"FALL",36,-74.766667,1974-09-29,210,22.1,NA,10.1,NA,0,0,0,0,"sample"
"5454",197411,59,1630,2,0,0,"AL",1974,"FALL",35.85,-74.85,1974-09-29,157,22.8,NA,13.4,NA,0,0,0,0,"sample"
"5455",197411,60,1620,2,0,0,"AL",1974,"FALL",35.683333,-74.933333,1974-09-29,58,22.9,NA,16,NA,0,0,0,0,"sample"
"5456",197411,61,1610,3,0,0,"AL",1974,"FALL",35.566667,-75.166667,1974-09-29,30,23.7,NA,25.5,NA,0,0,0,0,"sample"
"5457",197411,62,3440,1,0,0,"AL",1974,"FALL",35.466667,-75.233333,1974-09-29,26,23.9,NA,25.6,NA,0,0,0,0,"sample"
"5458",197411,63,3440,2,0,0,"AL",1974,"FALL",35.333333,-75.283333,1974-09-29,22,24.8,NA,25.5,NA,0,0,0,0,"sample"
"5459",197411,64,3440,3,0,0,"AL",1974,"FALL",35.633333,-75.35,1974-09-29,26,23.5,NA,25.9,NA,0,0,0,0,"sample"
"5460",197411,65,3440,4,0,0,"AL",1974,"FALL",35.716667,-75.25,1974-09-29,29,24,NA,23.2,NA,0,0,0,0,"sample"
"5461",197411,66,3410,1,0,0,"AL",1974,"FALL",35.983333,-75.366667,1974-09-29,22,23.3,NA,21.9,NA,0,0,0,0,"sample"
"5462",197411,67,1610,4,0,0,"AL",1974,"FALL",36.166667,-75.333333,1974-09-29,33,23,NA,21.9,NA,0,0,0,0,"sample"
"5463",197411,68,3410,2,0,0,"AL",1974,"FALL",36.133333,-75.516667,1974-09-29,24,22.8,NA,21.8,NA,0,0,0,0,"sample"
"5464",197411,69,3410,3,0,0,"AL",1974,"FALL",36.333333,-75.633333,1974-09-30,22,22.3,NA,22,NA,0,0,0,0,"sample"
"5465",197411,70,3410,4,0,0,"AL",1974,"FALL",36.383333,-75.6,1974-09-30,26,22,NA,21.9,NA,0,0,0,0,"sample"
"5466",197411,71,3380,1,0,0,"AL",1974,"FALL",36.55,-75.683333,1974-09-30,22,22,NA,22,NA,0,0,0,0,"sample"
"5467",197411,72,3380,2,0,0,"AL",1974,"FALL",36.633333,-75.666667,1974-09-30,15,22.1,NA,22.2,NA,0,0,0,0,"sample"
"5468",197411,73,1650,5,0,0,"AL",1974,"FALL",36.633333,-75.333333,1974-09-30,24,22.2,NA,22,NA,0,0,0,0,"sample"
"5469",197411,74,1650,6,0,0,"AL",1974,"FALL",36.75,-75.616667,1974-09-30,20,22.4,NA,22.4,NA,0,0,0,0,"sample"
"5470",197411,75,3380,3,0,0,"AL",1974,"FALL",36.85,-75.666667,1974-09-30,22,22.4,NA,22.5,NA,0,0,0,0,"sample"
"5471",197411,76,1650,7,0,0,"AL",1974,"FALL",36.933333,-75.583333,1974-09-30,22,22,NA,22,NA,0,0,0,0,"sample"
"5472",197411,77,1650,8,0,0,"AL",1974,"FALL",36.933333,-75.183333,1974-09-30,37,22,NA,17.5,NA,0,0,0,0,"sample"
"5473",197411,78,3380,4,0,0,"AL",1974,"FALL",37.066667,-75.616667,1974-09-30,15,21.8,NA,22,NA,0,0,0,0,"sample"
"5474",197411,79,3350,1,0,0,"AL",1974,"FALL",37.283333,-75.483333,1974-10-01,22,21.7,NA,21.8,NA,0,0,0,0,"sample"
"5475",197411,80,3350,2,0,0,"AL",1974,"FALL",37.466667,-75.383333,1974-10-01,20,21.5,NA,21.8,NA,0,0,0,0,"sample"
"5476",197411,81,3320,1,0,0,"AL",1974,"FALL",37.733333,-75.166667,1974-10-01,22,21.6,NA,21.9,NA,0,0,0,0,"sample"
"5477",197411,82,3320,2,0,0,"AL",1974,"FALL",37.933333,-75.066667,1974-10-01,24,21.3,NA,21.4,NA,0,0,0,0,"sample"
"5478",197411,83,3290,1,0,0,"AL",1974,"FALL",38.166667,-74.9,1974-10-01,22,20.9,NA,21.8,NA,0,0,0,0,"sample"
"5479",197411,84,3290,2,0,0,"AL",1974,"FALL",38.366667,-74.816667,1974-10-01,24,20.9,NA,19.2,NA,0,0,0,0,"sample"
"5480",197411,85,3290,3,0,0,"AL",1974,"FALL",38.45,-74.85,1974-10-01,18,21.1,NA,20.5,NA,0,0,0,0,"sample"
"5481",197411,86,1690,1,0,0,"AL",1974,"FALL",38.483333,-74.75,1974-10-01,24,20.6,NA,16.8,NA,0,0,0,0,"sample"
"5482",197411,87,3260,1,0,0,"AL",1974,"FALL",38.7,-74.883333,1974-10-01,18,19.9,NA,19.3,NA,0,0,0,0,"sample"
"5483",197411,88,3260,2,0,0,"AL",1974,"FALL",38.75,-74.75,1974-10-01,13,20.2,NA,19.6,NA,0,0,0,0,"sample"
"5484",197411,89,3230,1,0,0,"AL",1974,"FALL",38.85,-74.566667,1974-10-01,20,19.8,NA,18.2,NA,0,0,0,0,"sample"
"5485",197411,90,1690,2,0,0,"AL",1974,"FALL",38.566667,-74.616667,1974-10-01,28,19.8,NA,15,NA,0,0,0,0,"sample"
"5486",197411,91,1690,3,0,0,"AL",1974,"FALL",38.333333,-74.35,1974-10-02,42,20,NA,13.9,NA,0,0,0,0,"sample"
"5487",197411,92,1690,4,0,0,"AL",1974,"FALL",38.566667,-74.366667,1974-10-02,41,19,NA,12.5,NA,0,0,0,0,"sample"
"5488",197411,93,1690,5,0,0,"AL",1974,"FALL",38.616667,-74.05,1974-10-02,52,19.6,NA,10.3,NA,0,0,0,0,"sample"
"5489",197411,94,1730,2,0,0,"AL",1974,"FALL",38.966667,-73.633333,1974-10-02,55,19.1,NA,11.4,NA,0,0,0,0,"sample"
"5490",197411,95,1730,3,0,0,"AL",1974,"FALL",39.033333,-74.15,1974-10-02,31,19.1,NA,14.9,NA,0,0,0,0,"sample"
"5491",197411,96,3230,2,0,0,"AL",1974,"FALL",39.116667,-74.433333,1974-10-02,20,19.1,NA,17.6,NA,0,0,0,0,"sample"
"5492",197411,97,1730,4,0,0,"AL",1974,"FALL",39.533333,-73.866667,1974-10-02,27,18.9,NA,16.3,NA,0,0,0,0,"sample"
"5493",197411,98,1730,5,0,0,"AL",1974,"FALL",39.683333,-73.533333,1974-10-02,39,18.4,NA,14.7,NA,0,0,0,0,"sample"
"5494",197411,99,1010,1,0,0,"AL",1974,"FALL",39.766667,-73.483333,1974-10-02,33,17.9,NA,12.1,NA,0,0,0,0,"sample"
"5495",197411,101,1010,2,0,0,"AL",1974,"FALL",40.133333,-73.466667,1974-10-03,41,18.6,NA,10.8,NA,0,0,0,0,"sample"
"5496",197411,102,1010,3,0,0,"AL",1974,"FALL",40.083333,-73.35,1974-10-03,42,18.1,NA,10.5,NA,0,0,0,0,"sample"
