"","species","STATION","STRATUM","YEAR","SEASON","LAT","LON","EST_TOWDATE","DEPTH","BOTTEMP","ABUNDANCE","BIOMASS"
"277","menhaden",20,7530,1981,"SPRING",35.016667,-76.033333,1981-03-21,12,10.4,25,3
"278","menhaden",20,7530,1981,"SPRING",35.016667,-76.033333,1981-03-21,12,10.4,25,3
"279","menhaden",20,7530,1981,"SPRING",35.016667,-76.033333,1981-03-21,12,10.4,25,3
"280","menhaden",20,7530,1981,"SPRING",35.016667,-76.033333,1981-03-21,12,10.4,25,3
"281","menhaden",21,7530,1981,"SPRING",34.983333,-76.1,1981-03-21,13,10.3,4,0.4
"282","menhaden",21,7530,1981,"SPRING",34.983333,-76.1,1981-03-21,13,10.3,4,0.4
"283","menhaden",21,7530,1981,"SPRING",34.983333,-76.1,1981-03-21,13,10.3,4,0.4
"284","menhaden",23,8500,1981,"SPRING",34.833333,-75.966667,1981-03-21,32,13.1,1,0.1
"285","menhaden",30,7560,1981,"SPRING",34.616667,-76.55,1981-03-21,10,9.4,18,1.7
"286","menhaden",30,7560,1981,"SPRING",34.616667,-76.55,1981-03-21,10,9.4,18,1.7
"287","menhaden",30,7560,1981,"SPRING",34.616667,-76.55,1981-03-21,10,9.4,18,1.7
"288","menhaden",30,7560,1981,"SPRING",34.616667,-76.55,1981-03-21,10,9.4,18,1.7
"289","menhaden",30,7560,1981,"SPRING",34.616667,-76.55,1981-03-21,10,9.4,18,1.7
"290","menhaden",30,7560,1981,"SPRING",34.616667,-76.55,1981-03-21,10,9.4,18,1.7
"291","menhaden",30,7560,1981,"SPRING",34.616667,-76.55,1981-03-21,10,9.4,18,1.7
"292","menhaden",37,7590,1981,"SPRING",34.616667,-77.116667,1981-03-22,14,9.7,235,13.1
"293","menhaden",37,7590,1981,"SPRING",34.616667,-77.116667,1981-03-22,14,9.7,235,13.1
"294","menhaden",37,7590,1981,"SPRING",34.616667,-77.116667,1981-03-22,14,9.7,235,13.1
"295","menhaden",37,7590,1981,"SPRING",34.616667,-77.116667,1981-03-22,14,9.7,235,13.1
"296","menhaden",37,7590,1981,"SPRING",34.616667,-77.116667,1981-03-22,14,9.7,235,13.1
"297","menhaden",37,7590,1981,"SPRING",34.616667,-77.116667,1981-03-22,14,9.7,235,13.1
"298","menhaden",45,7620,1981,"SPRING",33.8,-78,1981-03-23,11,10.6,15,0.5
"299","menhaden",45,7620,1981,"SPRING",33.8,-78,1981-03-23,11,10.6,15,0.5
"300","menhaden",45,7620,1981,"SPRING",33.8,-78,1981-03-23,11,10.6,15,0.5
"301","menhaden",45,7620,1981,"SPRING",33.8,-78,1981-03-23,11,10.6,15,0.5
"302","menhaden",45,7620,1981,"SPRING",33.8,-78,1981-03-23,11,10.6,15,0.5
"303","menhaden",45,7620,1981,"SPRING",33.8,-78,1981-03-23,11,10.6,15,0.5
"304","menhaden",45,7620,1981,"SPRING",33.8,-78,1981-03-23,11,10.6,15,0.5
"305","menhaden",46,7620,1981,"SPRING",33.85,-78.066667,1981-03-23,10,10.7,19,0.7
"306","menhaden",46,7620,1981,"SPRING",33.85,-78.066667,1981-03-23,10,10.7,19,0.7
"307","menhaden",46,7620,1981,"SPRING",33.85,-78.066667,1981-03-23,10,10.7,19,0.7
"308","menhaden",46,7620,1981,"SPRING",33.85,-78.066667,1981-03-23,10,10.7,19,0.7
"309","menhaden",46,7620,1981,"SPRING",33.85,-78.066667,1981-03-23,10,10.7,19,0.7
"310","menhaden",46,7620,1981,"SPRING",33.85,-78.066667,1981-03-23,10,10.7,19,0.7
"311","menhaden",46,7620,1981,"SPRING",33.85,-78.066667,1981-03-23,10,10.7,19,0.7
"312","menhaden",46,7620,1981,"SPRING",33.85,-78.066667,1981-03-23,10,10.7,19,0.7
"313","menhaden",47,7630,1981,"SPRING",33.883333,-78.133333,1981-03-23,11,10.7,2615,35.7
"314","menhaden",47,7630,1981,"SPRING",33.883333,-78.133333,1981-03-23,11,10.7,2615,35.7
"315","menhaden",47,7630,1981,"SPRING",33.883333,-78.133333,1981-03-23,11,10.7,2615,35.7
"316","menhaden",47,7630,1981,"SPRING",33.883333,-78.133333,1981-03-23,11,10.7,2615,35.7
"317","menhaden",47,7630,1981,"SPRING",33.883333,-78.133333,1981-03-23,11,10.7,2615,35.7
"318","menhaden",47,7630,1981,"SPRING",33.883333,-78.133333,1981-03-23,11,10.7,2615,35.7
"319","menhaden",47,7630,1981,"SPRING",33.883333,-78.133333,1981-03-23,11,10.7,2615,35.7
"320","menhaden",79,3430,1981,"SPRING",35.266667,-75.5,1981-03-27,14,6.5,15,1
"321","menhaden",79,3430,1981,"SPRING",35.266667,-75.5,1981-03-27,14,6.5,15,1
"322","menhaden",79,3430,1981,"SPRING",35.266667,-75.5,1981-03-27,14,6.5,15,1
"323","menhaden",79,3430,1981,"SPRING",35.266667,-75.5,1981-03-27,14,6.5,15,1
"324","menhaden",79,3430,1981,"SPRING",35.266667,-75.5,1981-03-27,14,6.5,15,1
"325","menhaden",79,3430,1981,"SPRING",35.266667,-75.5,1981-03-27,14,6.5,15,1
"326","menhaden",79,3430,1981,"SPRING",35.266667,-75.5,1981-03-27,14,6.5,15,1
"327","menhaden",79,3430,1981,"SPRING",35.266667,-75.5,1981-03-27,14,6.5,15,1
"328","menhaden",80,3440,1981,"SPRING",35.366667,-75.316667,1981-03-27,26,5.6,1,0.5
"329","menhaden",81,3440,1981,"SPRING",35.55,-75.283333,1981-03-27,27,5.4,4,0.3
"330","menhaden",81,3440,1981,"SPRING",35.55,-75.283333,1981-03-27,27,5.4,4,0.3
"331","menhaden",83,3420,1981,"SPRING",35.65,-75.45,1981-03-27,14,5.9,23,0.7
"332","menhaden",83,3420,1981,"SPRING",35.65,-75.45,1981-03-27,14,5.9,23,0.7
"333","menhaden",83,3420,1981,"SPRING",35.65,-75.45,1981-03-27,14,5.9,23,0.7
"334","menhaden",83,3420,1981,"SPRING",35.65,-75.45,1981-03-27,14,5.9,23,0.7
"335","menhaden",83,3420,1981,"SPRING",35.65,-75.45,1981-03-27,14,5.9,23,0.7
"336","menhaden",83,3420,1981,"SPRING",35.65,-75.45,1981-03-27,14,5.9,23,0.7
"337","menhaden",83,3420,1981,"SPRING",35.65,-75.45,1981-03-27,14,5.9,23,0.7
"338","menhaden",83,3420,1981,"SPRING",35.65,-75.45,1981-03-27,14,5.9,23,0.7
"339","menhaden",83,3420,1981,"SPRING",35.65,-75.45,1981-03-27,14,5.9,23,0.7
"340","menhaden",83,3420,1981,"SPRING",35.65,-75.45,1981-03-27,14,5.9,23,0.7
"341","menhaden",84,3400,1981,"SPRING",35.933333,-75.5,1981-03-27,20,5.3,1,0.1
"342","menhaden",86,3390,1981,"SPRING",36.2,-75.75,1981-03-27,11,5.2,32,0.8
"343","menhaden",86,3390,1981,"SPRING",36.2,-75.75,1981-03-27,11,5.2,32,0.8
"344","menhaden",86,3390,1981,"SPRING",36.2,-75.75,1981-03-27,11,5.2,32,0.8
"345","menhaden",86,3390,1981,"SPRING",36.2,-75.75,1981-03-27,11,5.2,32,0.8
"346","menhaden",86,3390,1981,"SPRING",36.2,-75.75,1981-03-27,11,5.2,32,0.8
"347","menhaden",86,3390,1981,"SPRING",36.2,-75.75,1981-03-27,11,5.2,32,0.8
"348","menhaden",86,3390,1981,"SPRING",36.2,-75.75,1981-03-27,11,5.2,32,0.8
"349","menhaden",86,3390,1981,"SPRING",36.2,-75.75,1981-03-27,11,5.2,32,0.8
"350","menhaden",86,3390,1981,"SPRING",36.2,-75.75,1981-03-27,11,5.2,32,0.8
"351","menhaden",86,3390,1981,"SPRING",36.2,-75.75,1981-03-27,11,5.2,32,0.8
"352","menhaden",88,3400,1981,"SPRING",36.4,-75.733333,1981-03-27,20,4.9,1,0
"353","menhaden",91,3380,1981,"SPRING",36.883333,-75.666667,1981-03-28,22,5.1,4,0.3
"354","menhaden",91,3380,1981,"SPRING",36.883333,-75.666667,1981-03-28,22,5.1,4,0.3
"355","menhaden",91,3380,1981,"SPRING",36.883333,-75.666667,1981-03-28,22,5.1,4,0.3
"356","menhaden",91,3380,1981,"SPRING",36.883333,-75.666667,1981-03-28,22,5.1,4,0.3
"357","menhaden",92,3360,1981,"SPRING",36.85,-75.933333,1981-03-28,10,6.3,2,0.1
"358","menhaden",92,3360,1981,"SPRING",36.85,-75.933333,1981-03-28,10,6.3,2,0.1
"359","menhaden",24,7500,1981,"FALL",35.216667,-75.583333,1981-09-18,12,24.9,8,1
"360","menhaden",24,7500,1981,"FALL",35.216667,-75.583333,1981-09-18,12,24.9,8,1
"361","menhaden",24,7500,1981,"FALL",35.216667,-75.583333,1981-09-18,12,24.9,8,1
"362","menhaden",25,7510,1981,"FALL",35.15,-75.75,1981-09-18,16,25.1,2,0.4
"363","menhaden",25,7510,1981,"FALL",35.15,-75.75,1981-09-18,16,25.1,2,0.4
"364","menhaden",99,3420,1981,"FALL",35.416667,-75.466667,1981-09-24,12,22.3,19,2.5
"365","menhaden",99,3420,1981,"FALL",35.416667,-75.466667,1981-09-24,12,22.3,19,2.5
"366","menhaden",99,3420,1981,"FALL",35.416667,-75.466667,1981-09-24,12,22.3,19,2.5
"367","menhaden",99,3420,1981,"FALL",35.416667,-75.466667,1981-09-24,12,22.3,19,2.5
"368","menhaden",99,3420,1981,"FALL",35.416667,-75.466667,1981-09-24,12,22.3,19,2.5
"369","menhaden",99,3420,1981,"FALL",35.416667,-75.466667,1981-09-24,12,22.3,19,2.5
"370","menhaden",100,1610,1981,"FALL",35.516667,-75.166667,1981-09-24,34,24.1,2,0.2
"371","menhaden",100,1610,1981,"FALL",35.516667,-75.166667,1981-09-24,34,24.1,2,0.2
"372","menhaden",127,3290,1981,"FALL",38.15,-74.916667,1981-09-28,18,20,1,0.4
"373","menhaden",143,3270,1981,"FALL",38.333333,-75.016667,1981-09-29,12,20,19,1.2
"374","menhaden",143,3270,1981,"FALL",38.333333,-75.016667,1981-09-29,12,20,19,1.2
"375","menhaden",143,3270,1981,"FALL",38.333333,-75.016667,1981-09-29,12,20,19,1.2
"376","menhaden",145,3250,1981,"FALL",38.55,-74.983333,1981-09-29,16,19.8,1,0.4
"377","menhaden",200,3160,1981,"FALL",39.816667,-74.033333,1981-10-08,17,16.7,1,0
"378","menhaden",246,3450,1981,"FALL",41.4,-71.416667,1981-10-12,31,12.2,2,0.8
"379","menhaden",246,3450,1981,"FALL",41.4,-71.416667,1981-10-12,31,12.2,2,0.8
"380","menhaden",519,1380,1981,"FALL",43.483333,-69.566667,1981-11-04,128,5.7,NA,0.5
"381","menhaden",47,7620,1982,"SPRING",33.766667,-77.983333,1982-03-15,13,11.3,1,0
"382","menhaden",66,7600,1982,"SPRING",34.516667,-77.25,1982-03-16,14,10.7,142,19.7
"383","menhaden",66,7600,1982,"SPRING",34.516667,-77.25,1982-03-16,14,10.7,142,19.7
"384","menhaden",66,7600,1982,"SPRING",34.516667,-77.25,1982-03-16,14,10.7,142,19.7
"385","menhaden",66,7600,1982,"SPRING",34.516667,-77.25,1982-03-16,14,10.7,142,19.7
"386","menhaden",66,7600,1982,"SPRING",34.516667,-77.25,1982-03-16,14,10.7,142,19.7
"387","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"388","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"389","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"390","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"391","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"392","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"393","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"394","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"395","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"396","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"397","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"398","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"399","menhaden",68,7590,1982,"SPRING",34.616667,-77.083333,1982-03-16,14,12.2,609,13.4
"400","menhaden",69,7570,1982,"SPRING",34.633333,-76.733333,1982-03-16,14,NA,2,0.1
"401","menhaden",69,7570,1982,"SPRING",34.633333,-76.733333,1982-03-16,14,NA,2,0.1
"402","menhaden",71,7570,1982,"SPRING",34.583333,-76.583333,1982-03-16,17,NA,10,3.4
"403","menhaden",71,7570,1982,"SPRING",34.583333,-76.583333,1982-03-16,17,NA,10,3.4
"404","menhaden",71,7570,1982,"SPRING",34.583333,-76.583333,1982-03-16,17,NA,10,3.4
"405","menhaden",71,7570,1982,"SPRING",34.583333,-76.583333,1982-03-16,17,NA,10,3.4
"406","menhaden",71,7570,1982,"SPRING",34.583333,-76.583333,1982-03-16,17,NA,10,3.4
"407","menhaden",71,7570,1982,"SPRING",34.583333,-76.583333,1982-03-16,17,NA,10,3.4
"408","menhaden",71,7570,1982,"SPRING",34.583333,-76.583333,1982-03-16,17,NA,10,3.4
"409","menhaden",89,7500,1982,"SPRING",35.233333,-75.483333,1982-03-17,14,13.1,250,5.3
"410","menhaden",89,7500,1982,"SPRING",35.233333,-75.483333,1982-03-17,14,13.1,250,5.3
"411","menhaden",89,7500,1982,"SPRING",35.233333,-75.483333,1982-03-17,14,13.1,250,5.3
"412","menhaden",93,3440,1982,"SPRING",35.75,-75.4,1982-03-18,29,5.1,15,0.3
"413","menhaden",93,3440,1982,"SPRING",35.75,-75.4,1982-03-18,29,5.1,15,0.3
"414","menhaden",93,3440,1982,"SPRING",35.75,-75.4,1982-03-18,29,5.1,15,0.3
"415","menhaden",93,3440,1982,"SPRING",35.75,-75.4,1982-03-18,29,5.1,15,0.3
"416","menhaden",97,1610,1982,"SPRING",36.15,-75.3,1982-03-18,37,5.6,9,0.5
"417","menhaden",97,1610,1982,"SPRING",36.15,-75.3,1982-03-18,37,5.6,9,0.5
"418","menhaden",97,1610,1982,"SPRING",36.15,-75.3,1982-03-18,37,5.6,9,0.5
"419","menhaden",97,1610,1982,"SPRING",36.15,-75.3,1982-03-18,37,5.6,9,0.5
"420","menhaden",97,1610,1982,"SPRING",36.15,-75.3,1982-03-18,37,5.6,9,0.5
"421","menhaden",113,3340,1982,"FALL",37.233333,-75.683333,1982-09-23,23,21.8,3,0.3
"422","menhaden",113,3340,1982,"FALL",37.233333,-75.683333,1982-09-23,23,21.8,3,0.3
"423","menhaden",114,3340,1982,"FALL",37.3,-75.666667,1982-09-23,21,22.2,2,0.3
"424","menhaden",114,3340,1982,"FALL",37.3,-75.666667,1982-09-23,21,22.2,2,0.3
"425","menhaden",132,3290,1982,"FALL",38.166667,-74.933333,1982-09-27,18,20.2,1,0.3
"426","menhaden",133,3280,1982,"FALL",38.1,-75.116667,1982-09-27,22,19.5,11,2.4
"427","menhaden",133,3280,1982,"FALL",38.1,-75.116667,1982-09-27,22,19.5,11,2.4
"428","menhaden",133,3280,1982,"FALL",38.1,-75.116667,1982-09-27,22,19.5,11,2.4
"429","menhaden",133,3280,1982,"FALL",38.1,-75.116667,1982-09-27,22,19.5,11,2.4
"430","menhaden",135,3280,1982,"FALL",38.4,-75,1982-09-27,12,19.7,2,0.2
"431","menhaden",135,3280,1982,"FALL",38.4,-75,1982-09-27,12,19.7,2,0.2
"432","menhaden",138,3250,1982,"FALL",38.6,-75,1982-09-27,10,19.7,1,0
"433","menhaden",149,3190,1982,"FALL",39.466667,-74.233333,1982-09-28,13,19.6,1,0.1
"434","menhaden",68,7570,1983,"SPRING",34.533333,-76.55,1983-03-15,17,15.5,5,0.3
"435","menhaden",68,7570,1983,"SPRING",34.533333,-76.55,1983-03-15,17,15.5,5,0.3
"436","menhaden",68,7570,1983,"SPRING",34.533333,-76.55,1983-03-15,17,15.5,5,0.3
"437","menhaden",68,7570,1983,"SPRING",34.533333,-76.55,1983-03-15,17,15.5,5,0.3
"438","menhaden",86,7510,1983,"SPRING",35.183333,-75.633333,1983-03-16,14,11.8,2,0.2
"439","menhaden",86,7510,1983,"SPRING",35.183333,-75.633333,1983-03-16,14,11.8,2,0.2
"440","menhaden",87,3430,1983,"SPRING",35.316667,-75.383333,1983-03-16,22,6.8,3,0.2
"441","menhaden",91,3430,1983,"SPRING",35.5,-75.366667,1983-03-16,22,6.3,1,0
"442","menhaden",92,3440,1983,"SPRING",35.683333,-75.366667,1983-03-16,26,6.5,1,0.1
"443","menhaden",94,3410,1983,"SPRING",35.9,-75.433333,1983-03-16,24,6.9,1,0.1
"444","menhaden",22,7540,1983,"FALL",35.05,-75.966667,1983-09-15,15,26.2,1,0
"445","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,13,0.7
"446","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,13,0.7
"447","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,13,0.7
"448","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,13,0.7
"449","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,13,0.7
"450","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,13,0.7
"451","menhaden",106,3360,1983,"FALL",36.85,-75.916667,1983-09-22,13,23.2,13,0.7
"452","menhaden",146,3250,1983,"FALL",38.733333,-75.016667,1983-09-26,21,20,3,0.9
"453","menhaden",146,3250,1983,"FALL",38.733333,-75.016667,1983-09-26,21,20,3,0.9
"454","menhaden",384,1260,1983,"FALL",42.366667,-70.15,1983-10-26,75,8.1,1,0.5
"455","menhaden",42,7600,1984,"SPRING",34,-77.833333,1984-03-06,14,11,71,2.8
"456","menhaden",42,7600,1984,"SPRING",34,-77.833333,1984-03-06,14,11,71,2.8
"457","menhaden",42,7600,1984,"SPRING",34,-77.833333,1984-03-06,14,11,71,2.8
"458","menhaden",42,7600,1984,"SPRING",34,-77.833333,1984-03-06,14,11,71,2.8
"459","menhaden",42,7600,1984,"SPRING",34,-77.833333,1984-03-06,14,11,71,2.8
"460","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11,18,0.7
"461","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11,18,0.7
"462","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11,18,0.7
"463","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11,18,0.7
"464","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11,18,0.7
"465","menhaden",43,7590,1984,"SPRING",34.183333,-77.75,1984-03-06,12,11,18,0.7
"466","menhaden",45,7600,1984,"SPRING",34.366667,-77.383333,1984-03-06,18,12.8,1,0.2
"467","menhaden",48,7600,1984,"SPRING",34.5,-77.083333,1984-03-06,18,10.9,3,1
"468","menhaden",48,7600,1984,"SPRING",34.5,-77.083333,1984-03-06,18,10.9,3,1
"469","menhaden",48,7600,1984,"SPRING",34.5,-77.083333,1984-03-06,18,10.9,3,1
"470","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,11.1,193,9.2
"471","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,11.1,193,9.2
"472","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,11.1,193,9.2
"473","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,11.1,193,9.2
"474","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,11.1,193,9.2
"475","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,11.1,193,9.2
"476","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,11.1,193,9.2
"477","menhaden",50,7570,1984,"SPRING",34.583333,-77,1984-03-06,16,11.1,193,9.2
"478","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11,14,1
"479","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11,14,1
"480","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11,14,1
"481","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11,14,1
"482","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11,14,1
"483","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11,14,1
"484","menhaden",51,7560,1984,"SPRING",34.633333,-76.95,1984-03-06,11,11,14,1
"485","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,10.7,16,1.2
"486","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,10.7,16,1.2
"487","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,10.7,16,1.2
"488","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,10.7,16,1.2
"489","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,10.7,16,1.2
"490","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,10.7,16,1.2
"491","menhaden",52,7570,1984,"SPRING",34.633333,-76.866667,1984-03-06,17,10.7,16,1.2
"492","menhaden",53,7560,1984,"SPRING",34.633333,-76.65,1984-03-07,16,11.1,125,12.3
"493","menhaden",53,7560,1984,"SPRING",34.633333,-76.65,1984-03-07,16,11.1,125,12.3
"494","menhaden",53,7560,1984,"SPRING",34.633333,-76.65,1984-03-07,16,11.1,125,12.3
"495","menhaden",53,7560,1984,"SPRING",34.633333,-76.65,1984-03-07,16,11.1,125,12.3
"496","menhaden",57,7550,1984,"SPRING",34.566667,-76.3,1984-03-07,31,13.3,1,0.3
"497","menhaden",58,7540,1984,"SPRING",34.716667,-76.383333,1984-03-07,16,11.7,2,0.1
"498","menhaden",58,7540,1984,"SPRING",34.716667,-76.383333,1984-03-07,16,11.7,2,0.1
"499","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,23,1.9
"500","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,23,1.9
"501","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,23,1.9
"502","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,23,1.9
"503","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,23,1.9
"504","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,23,1.9
"505","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,23,1.9
"506","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,23,1.9
"507","menhaden",61,7530,1984,"SPRING",34.95,-76.133333,1984-03-07,14,NA,23,1.9
"508","menhaden",62,7540,1984,"SPRING",35,-76.05,1984-03-07,15,11.6,9,0.5
"509","menhaden",62,7540,1984,"SPRING",35,-76.05,1984-03-07,15,11.6,9,0.5
"510","menhaden",62,7540,1984,"SPRING",35,-76.05,1984-03-07,15,11.6,9,0.5
"511","menhaden",62,7540,1984,"SPRING",35,-76.05,1984-03-07,15,11.6,9,0.5
"512","menhaden",62,7540,1984,"SPRING",35,-76.05,1984-03-07,15,11.6,9,0.5
"513","menhaden",63,7530,1984,"SPRING",35.066667,-75.933333,1984-03-07,15,NA,15,0.7
"514","menhaden",63,7530,1984,"SPRING",35.066667,-75.933333,1984-03-07,15,NA,15,0.7
"515","menhaden",63,7530,1984,"SPRING",35.066667,-75.933333,1984-03-07,15,NA,15,0.7
"516","menhaden",63,7530,1984,"SPRING",35.066667,-75.933333,1984-03-07,15,NA,15,0.7
"517","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.5,58,4.4
"518","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.5,58,4.4
"519","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.5,58,4.4
"520","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.5,58,4.4
"521","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.5,58,4.4
"522","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.5,58,4.4
"523","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.5,58,4.4
"524","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.5,58,4.4
"525","menhaden",64,7500,1984,"SPRING",35.116667,-75.85,1984-03-07,14,11.5,58,4.4
"526","menhaden",65,7510,1984,"SPRING",35.116667,-75.816667,1984-03-07,17,NA,3,0.3
"527","menhaden",65,7510,1984,"SPRING",35.116667,-75.816667,1984-03-07,17,NA,3,0.3
"528","menhaden",65,7510,1984,"SPRING",35.116667,-75.816667,1984-03-07,17,NA,3,0.3
"529","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,9,2.6
"530","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,9,2.6
"531","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,9,2.6
"532","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,9,2.6
"533","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,9,2.6
"534","menhaden",66,7520,1984,"SPRING",35,-75.866667,1984-03-07,25,NA,9,2.6
"535","menhaden",67,7500,1984,"SPRING",35.2,-75.633333,1984-03-08,15,11.7,4,0.6
"536","menhaden",67,7500,1984,"SPRING",35.2,-75.633333,1984-03-08,15,11.7,4,0.6
"537","menhaden",67,7500,1984,"SPRING",35.2,-75.633333,1984-03-08,15,11.7,4,0.6
"538","menhaden",67,7500,1984,"SPRING",35.2,-75.633333,1984-03-08,15,11.7,4,0.6
"539","menhaden",70,7510,1984,"SPRING",35.15,-75.55,1984-03-08,16,NA,4,0.6
"540","menhaden",70,7510,1984,"SPRING",35.15,-75.55,1984-03-08,16,NA,4,0.6
"541","menhaden",70,7510,1984,"SPRING",35.15,-75.55,1984-03-08,16,NA,4,0.6
"542","menhaden",70,7510,1984,"SPRING",35.15,-75.55,1984-03-08,16,NA,4,0.6
"543","menhaden",72,3430,1984,"SPRING",35.483333,-75.366667,1984-03-08,22,NA,1,0.3
"544","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,6.8,56,3.4
"545","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,6.8,56,3.4
"546","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,6.8,56,3.4
"547","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,6.8,56,3.4
"548","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,6.8,56,3.4
"549","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,6.8,56,3.4
"550","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,6.8,56,3.4
"551","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,6.8,56,3.4
"552","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,6.8,56,3.4
"553","menhaden",74,3420,1984,"SPRING",35.7,-75.466667,1984-03-08,19,6.8,56,3.4
